"env","genome","seqid","Cas_id","type","subtype"
"gut","MGYG000018711","MGYG000018711_227","MGYG000018711_227@CAS:1","CAS","CAS"
"gut","MGYG000018711","MGYG000018711_227","MGYG000018711_227@CAS:2","TypeI","TypeIC"
"gut","MGYG000018810","MGYG000018810_1","MGYG000018810_1@CAS:1","CAS","CAS"
"gut","MGYG000018872","MGYG000018872_45","MGYG000018872_45@CAS:1","TypeII","TypeIIA"
"gut","MGYG000018872","MGYG000018872_45","MGYG000018872_45@CAS:2","CAS","CAS"
"gut","MGYG000018872","MGYG000018872_45","MGYG000018872_45@CAS:3","TypeII","TypeIIU"
"gut","MGYG000019523","MGYG000019523_6","MGYG000019523_6@CAS:1","CAS","CAS"
"gut","MGYG000019523","MGYG000019523_6","MGYG000019523_6@CAS:2","TypeI","TypeIC"
"gut","MGYG000020293","MGYG000020293_2","MGYG000020293_2@CAS:1","TypeI","TypeIE"
"gut","MGYG000020293","MGYG000020293_2","MGYG000020293_2@CAS:2","CAS","CAS"
"gut","MGYG000021214","MGYG000021214_10","MGYG000021214_10@CAS:1","CAS","CAS"
"gut","MGYG000021214","MGYG000021214_10","MGYG000021214_10@CAS:2","TypeI","TypeIC"
"gut","MGYG000021367","MGYG000021367_1","MGYG000021367_1@CAS:1","TypeII","TypeIIU"
"gut","MGYG000021502","MGYG000021502_2","MGYG000021502_2@CAS:1","TypeII","TypeIIA"
"gut","MGYG000021502","MGYG000021502_2","MGYG000021502_2@CAS:2","CAS","CAS"
"gut","MGYG000021502","MGYG000021502_2","MGYG000021502_2@CAS:3","TypeII","TypeIIU"
"gut","MGYG000021502","MGYG000021502_5","MGYG000021502_5@CAS:1","CAS","CAS"
"gut","MGYG000021794","MGYG000021794_18","MGYG000021794_18@CAS:1","CAS","CAS"
"gut","MGYG000021794","MGYG000021794_18","MGYG000021794_18@CAS:2","TypeI","TypeIC"
"gut","MGYG000021796","MGYG000021796_19","MGYG000021796_19@CAS:1","TypeII","TypeIIA"
"gut","MGYG000021796","MGYG000021796_19","MGYG000021796_19@CAS:2","CAS","CAS"
"gut","MGYG000021796","MGYG000021796_19","MGYG000021796_19@CAS:3","TypeII","TypeIIU"
"gut","MGYG000022076","MGYG000022076_42","MGYG000022076_42@CAS:1","CAS","CAS"
"gut","MGYG000022076","MGYG000022076_42","MGYG000022076_42@CAS:2","TypeII","TypeIIU"
"gut","MGYG000022395","MGYG000022395_9","MGYG000022395_9@CAS:1","CAS","CAS"
"gut","MGYG000022395","MGYG000022395_9","MGYG000022395_9@CAS:2","TypeII","TypeIIU"
"gut","MGYG000022495","MGYG000022495_6","MGYG000022495_6@CAS:1","CAS","CAS"
"gut","MGYG000022495","MGYG000022495_6","MGYG000022495_6@CAS:2","TypeI","TypeIC"
"gut","MGYG000022739","MGYG000022739_543","MGYG000022739_543@CAS:1","CAS","CAS"
"gut","MGYG000022994","MGYG000022994_265","MGYG000022994_265@CAS:1","TypeII","TypeIIU"
"gut","MGYG000023349","MGYG000023349_11","MGYG000023349_11@CAS:1","TypeII","TypeIIA"
"gut","MGYG000023349","MGYG000023349_11","MGYG000023349_11@CAS:2","CAS","CAS"
"gut","MGYG000023349","MGYG000023349_11","MGYG000023349_11@CAS:3","TypeII","TypeIIU"
"gut","MGYG000023890","MGYG000023890_20","MGYG000023890_20@CAS:1","CAS","CAS"
"gut","MGYG000023890","MGYG000023890_20","MGYG000023890_20@CAS:2","TypeII","TypeIIU"
"gut","MGYG000023891","MGYG000023891_3","MGYG000023891_3@CAS:1","CAS","CAS"
"gut","MGYG000023902","MGYG000023902_38","MGYG000023902_38@CAS:1","TypeI","TypeIF"
"gut","MGYG000024761","MGYG000024761_1","MGYG000024761_1@CAS:1","CAS","CAS"
"gut","MGYG000024761","MGYG000024761_4","MGYG000024761_4@CAS:1","CAS","CAS"
"gut","MGYG000024761","MGYG000024761_22","MGYG000024761_22@CAS:1","CAS","CAS"
"gut","MGYG000024761","MGYG000024761_33","MGYG000024761_33@CAS:1","CAS","CAS"
"gut","MGYG000024761","MGYG000024761_33","MGYG000024761_33@CAS:2","TypeII","TypeIIU"
"gut","MGYG000024903","MGYG000024903_122","MGYG000024903_122@CAS:1","CAS","CAS"
"gut","MGYG000024903","MGYG000024903_122","MGYG000024903_122@CAS:2","TypeII","TypeIIU"
"gut","MGYG000025083","MGYG000025083_13","MGYG000025083_13@CAS:1","CAS","CAS"
"gut","MGYG000026147","MGYG000026147_208","MGYG000026147_208@CAS:1","CAS","CAS"
"gut","MGYG000026147","MGYG000026147_208","MGYG000026147_208@CAS:2","TypeI","TypeIC"
"gut","MGYG000026232","MGYG000026232_7","MGYG000026232_7@CAS:1","TypeI","TypeIA"
"gut","MGYG000027176","MGYG000027176_1","MGYG000027176_1@CAS:1","CAS","CAS"
"gut","MGYG000027176","MGYG000027176_1","MGYG000027176_1@CAS:2","TypeI","TypeIB"
"gut","MGYG000027176","MGYG000027176_2","MGYG000027176_2@CAS:1","CAS","CAS"
"gut","MGYG000027176","MGYG000027176_2","MGYG000027176_2@CAS:2","TypeI","TypeID"
"gut","MGYG000027176","MGYG000027176_6","MGYG000027176_6@CAS:1","CAS","CAS"
"gut","MGYG000027604","MGYG000027604_3","MGYG000027604_3@CAS:1","CAS","CAS"
"gut","MGYG000027604","MGYG000027604_69","MGYG000027604_69@CAS:1","TypeII","TypeIIA"
"gut","MGYG000027604","MGYG000027604_69","MGYG000027604_69@CAS:2","CAS","CAS"
"gut","MGYG000027604","MGYG000027604_69","MGYG000027604_69@CAS:3","TypeII","TypeIIU"
"gut","MGYG000027788","MGYG000027788_39","MGYG000027788_39@CAS:1","TypeII","TypeIIA"
"gut","MGYG000027788","MGYG000027788_39","MGYG000027788_39@CAS:2","CAS","CAS"
"gut","MGYG000027788","MGYG000027788_39","MGYG000027788_39@CAS:3","TypeII","TypeIIU"
"gut","MGYG000027862","MGYG000027862_8","MGYG000027862_8@CAS:1","TypeII","TypeIIA"
"gut","MGYG000027862","MGYG000027862_8","MGYG000027862_8@CAS:2","CAS","CAS"
"gut","MGYG000027862","MGYG000027862_8","MGYG000027862_8@CAS:3","TypeII","TypeIIU"
"gut","MGYG000028083","MGYG000028083_16","MGYG000028083_16@CAS:1","CAS","CAS"
"gut","MGYG000028083","MGYG000028083_16","MGYG000028083_16@CAS:2","TypeI","TypeIB"
"gut","MGYG000028580","MGYG000028580_35","MGYG000028580_35@CAS:1","CAS","CAS"
"gut","MGYG000028580","MGYG000028580_35","MGYG000028580_35@CAS:2","TypeI","TypeIC"
"gut","MGYG000028668","MGYG000028668_2","MGYG000028668_2@CAS:1","CAS","CAS"
"gut","MGYG000028668","MGYG000028668_5","MGYG000028668_5@CAS:1","CAS","CAS"
"gut","MGYG000029099","MGYG000029099_3","MGYG000029099_3@CAS:1","CAS","CAS"
"gut","MGYG000029099","MGYG000029099_3","MGYG000029099_3@CAS:2","TypeI","TypeIC"
"gut","MGYG000029669","MGYG000029669_1","MGYG000029669_1@CAS:1","CAS","CAS"
"gut","MGYG000029669","MGYG000029669_10","MGYG000029669_10@CAS:1","TypeII","TypeIIA"
"gut","MGYG000029669","MGYG000029669_10","MGYG000029669_10@CAS:2","CAS","CAS"
"gut","MGYG000029669","MGYG000029669_10","MGYG000029669_10@CAS:3","TypeII","TypeIIU"
"gut","MGYG000029913","MGYG000029913_30","MGYG000029913_30@CAS:1","TypeII","TypeIIA"
"gut","MGYG000029913","MGYG000029913_30","MGYG000029913_30@CAS:2","CAS","CAS"
"gut","MGYG000029913","MGYG000029913_30","MGYG000029913_30@CAS:3","TypeII","TypeIIU"
"gut","MGYG000030081","MGYG000030081_60","MGYG000030081_60@CAS:1","CAS","CAS"
"gut","MGYG000030081","MGYG000030081_60","MGYG000030081_60@CAS:2","TypeII","TypeIIU"
"gut","MGYG000030179","MGYG000030179_32","MGYG000030179_32@CAS:1","CAS","CAS"
"gut","MGYG000030179","MGYG000030179_32","MGYG000030179_32@CAS:2","TypeIII","TypeIIIU"
"gut","MGYG000030179","MGYG000030179_32","MGYG000030179_32@CAS:3","TypeIII","TypeIIIA"
"gut","MGYG000030379","MGYG000030379_8","MGYG000030379_8@CAS:1","TypeI","TypeIE"
"gut","MGYG000030379","MGYG000030379_8","MGYG000030379_8@CAS:2","CAS","CAS"
"gut","MGYG000030438","MGYG000030438_1","MGYG000030438_1@CAS:1","CAS","CAS"
"gut","MGYG000030438","MGYG000030438_8","MGYG000030438_8@CAS:1","CAS","CAS"
"gut","MGYG000030763","MGYG000030763_1","MGYG000030763_1@CAS:1","CAS","CAS"
"gut","MGYG000030820","MGYG000030820_45","MGYG000030820_45@CAS:1","CAS","CAS"
"gut","MGYG000030864","MGYG000030864_2","MGYG000030864_2@CAS:1","CAS","CAS"
"gut","MGYG000030864","MGYG000030864_2","MGYG000030864_2@CAS:2","TypeI","TypeIB"
"gut","MGYG000031033","MGYG000031033_17","MGYG000031033_17@CAS:1","Type","TypeU"
"gut","MGYG000031033","MGYG000031033_17","MGYG000031033_17@CAS:2","CAS","CAS"
"gut","MGYG000031033","MGYG000031033_17","MGYG000031033_17@CAS:3","TypeII","TypeIIU"
"gut","MGYG000031561","MGYG000031561_14","MGYG000031561_14@CAS:1","CAS","CAS"
"gut","MGYG000031912","MGYG000031912_129","MGYG000031912_129@CAS:1","TypeII","TypeIIA"
"gut","MGYG000031912","MGYG000031912_129","MGYG000031912_129@CAS:2","CAS","CAS"
"gut","MGYG000031912","MGYG000031912_129","MGYG000031912_129@CAS:3","TypeII","TypeIIU"
"gut","MGYG000032037","MGYG000032037_31","MGYG000032037_31@CAS:1","TypeI","TypeIE"
"gut","MGYG000032037","MGYG000032037_31","MGYG000032037_31@CAS:2","CAS","CAS"
"gut","MGYG000032324","MGYG000032324_56","MGYG000032324_56@CAS:1","CAS","CAS"
"gut","MGYG000032324","MGYG000032324_56","MGYG000032324_56@CAS:2","TypeI","TypeIC"
"gut","MGYG000032713","MGYG000032713_2","MGYG000032713_2@CAS:1","CAS","CAS"
"gut","MGYG000032713","MGYG000032713_32","MGYG000032713_32@CAS:1","CAS","CAS"
"gut","MGYG000032713","MGYG000032713_32","MGYG000032713_32@CAS:2","TypeII","TypeIIU"
"gut","MGYG000032936","MGYG000032936_8","MGYG000032936_8@CAS:1","TypeII","TypeIIA"
"gut","MGYG000032936","MGYG000032936_8","MGYG000032936_8@CAS:2","CAS","CAS"
"gut","MGYG000032936","MGYG000032936_8","MGYG000032936_8@CAS:3","TypeII","TypeIIU"
"gut","MGYG000032993","MGYG000032993_2","MGYG000032993_2@CAS:1","CAS","CAS"
"gut","MGYG000032993","MGYG000032993_2","MGYG000032993_2@CAS:2","TypeI","TypeIB"
"gut","MGYG000032993","MGYG000032993_9","MGYG000032993_9@CAS:1","CAS","CAS"
"gut","MGYG000032993","MGYG000032993_14","MGYG000032993_14@CAS:1","CAS","CAS"
"gut","MGYG000032993","MGYG000032993_14","MGYG000032993_14@CAS:2","TypeIII","TypeIIIA"
"gut","MGYG000032993","MGYG000032993_19","MGYG000032993_19@CAS:1","TypeIII","TypeIIIA"
"gut","MGYG000033018","MGYG000033018_3","MGYG000033018_3@CAS:1","CAS","CAS"
"gut","MGYG000033018","MGYG000033018_3","MGYG000033018_3@CAS:2","TypeII","TypeIIU"
"gut","MGYG000033149","MGYG000033149_41","MGYG000033149_41@CAS:1","CAS","CAS"
"gut","MGYG000033149","MGYG000033149_41","MGYG000033149_41@CAS:2","TypeIII","TypeIIIB"
"gut","MGYG000033556","MGYG000033556_16","MGYG000033556_16@CAS:1","TypeII","TypeIIA"
"gut","MGYG000033556","MGYG000033556_16","MGYG000033556_16@CAS:2","CAS","CAS"
"gut","MGYG000033556","MGYG000033556_16","MGYG000033556_16@CAS:3","TypeII","TypeIIU"
"gut","MGYG000033636","MGYG000033636_33","MGYG000033636_33@CAS:1","CAS","CAS"
"gut","MGYG000033710","MGYG000033710_19","MGYG000033710_19@CAS:1","CAS","CAS"
"gut","MGYG000033710","MGYG000033710_19","MGYG000033710_19@CAS:2","TypeII","TypeIIU"
"gut","MGYG000033739","MGYG000033739_1","MGYG000033739_1@CAS:1","CAS","CAS"
"gut","MGYG000033739","MGYG000033739_1","MGYG000033739_1@CAS:2","TypeI","TypeIB"
"gut","MGYG000033850","MGYG000033850_110","MGYG000033850_110@CAS:1","CAS","CAS"
"gut","MGYG000033850","MGYG000033850_110","MGYG000033850_110@CAS:2","TypeII","TypeIIU"
"gut","MGYG000034152","MGYG000034152_9","MGYG000034152_9@CAS:1","TypeI","TypeIE"
"gut","MGYG000034152","MGYG000034152_9","MGYG000034152_9@CAS:2","CAS","CAS"
"gut","MGYG000034422","MGYG000034422_107","MGYG000034422_107@CAS:1","TypeI","TypeIF"
"gut","MGYG000034438","MGYG000034438_41","MGYG000034438_41@CAS:1","CAS","CAS"
"gut","MGYG000034438","MGYG000034438_41","MGYG000034438_41@CAS:2","TypeII","TypeIIU"
"gut","MGYG000034665","MGYG000034665_1","MGYG000034665_1@CAS:1","CAS","CAS"
"gut","MGYG000034665","MGYG000034665_2","MGYG000034665_2@CAS:1","CAS","CAS"
"gut","MGYG000035743","MGYG000035743_17","MGYG000035743_17@CAS:1","TypeIII","TypeIIIU"
"gut","MGYG000035743","MGYG000035743_17","MGYG000035743_17@CAS:2","TypeIII","TypeIIIA"
"gut","MGYG000035743","MGYG000035743_60","MGYG000035743_60@CAS:1","CAS","CAS"
"gut","MGYG000035743","MGYG000035743_60","MGYG000035743_60@CAS:2","TypeI","TypeIC"
"gut","MGYG000035843","MGYG000035843_44","MGYG000035843_44@CAS:1","CAS","CAS"
"gut","MGYG000035843","MGYG000035843_44","MGYG000035843_44@CAS:2","TypeI","TypeIC"
"gut","MGYG000036042","MGYG000036042_29","MGYG000036042_29@CAS:1","CAS","CAS"
"gut","MGYG000036042","MGYG000036042_29","MGYG000036042_29@CAS:2","TypeII","TypeIIU"
"gut","MGYG000036526","MGYG000036526_43","MGYG000036526_43@CAS:1","TypeII","TypeIIA"
"gut","MGYG000036526","MGYG000036526_43","MGYG000036526_43@CAS:2","TypeII","TypeIIU"
"gut","MGYG000037373","MGYG000037373_11","MGYG000037373_11@CAS:1","TypeII","TypeIIA"
"gut","MGYG000037373","MGYG000037373_11","MGYG000037373_11@CAS:2","CAS","CAS"
"gut","MGYG000037373","MGYG000037373_11","MGYG000037373_11@CAS:3","TypeII","TypeIIU"
"gut","MGYG000038273","MGYG000038273_5","MGYG000038273_5@CAS:1","CAS","CAS"
"gut","MGYG000038273","MGYG000038273_10","MGYG000038273_10@CAS:1","CAS","CAS"
"gut","MGYG000038402","MGYG000038402_407","MGYG000038402_407@CAS:1","CAS","CAS"
"gut","MGYG000038402","MGYG000038402_407","MGYG000038402_407@CAS:2","TypeI","TypeIC"
"gut","MGYG000038431","MGYG000038431_33","MGYG000038431_33@CAS:1","TypeII","TypeIIB"
"gut","MGYG000038431","MGYG000038431_33","MGYG000038431_33@CAS:2","CAS","CAS"
"gut","MGYG000038604","MGYG000038604_22","MGYG000038604_22@CAS:1","TypeII","TypeIIA"
"gut","MGYG000038604","MGYG000038604_22","MGYG000038604_22@CAS:2","TypeII","TypeIIU"
"gut","MGYG000038626","MGYG000038626_11","MGYG000038626_11@CAS:1","CAS","CAS"
"gut","MGYG000038683","MGYG000038683_26","MGYG000038683_26@CAS:1","TypeII","TypeIIA"
"gut","MGYG000038841","MGYG000038841_147","MGYG000038841_147@CAS:1","TypeII","TypeIIA"
"gut","MGYG000038841","MGYG000038841_147","MGYG000038841_147@CAS:2","CAS","CAS"
"gut","MGYG000038841","MGYG000038841_147","MGYG000038841_147@CAS:3","TypeII","TypeIIU"
"gut","MGYG000038841","MGYG000038841_210","MGYG000038841_210@CAS:1","CAS","CAS"
"gut","MGYG000038841","MGYG000038841_210","MGYG000038841_210@CAS:2","TypeI","TypeIC"
"gut","MGYG000038841","MGYG000038841_304","MGYG000038841_304@CAS:1","CAS","CAS"
"gut","MGYG000039277","MGYG000039277_4","MGYG000039277_4@CAS:1","TypeII","TypeIIU"
"gut","MGYG000039366","MGYG000039366_23","MGYG000039366_23@CAS:1","CAS","CAS"
"gut","MGYG000039594","MGYG000039594_21","MGYG000039594_21@CAS:1","TypeI","TypeIF"
"gut","MGYG000040044","MGYG000040044_11","MGYG000040044_11@CAS:1","CAS","CAS"
"gut","MGYG000040044","MGYG000040044_11","MGYG000040044_11@CAS:2","TypeI","TypeIC"
"gut","MGYG000040787","MGYG000040787_43","MGYG000040787_43@CAS:1","CAS","CAS"
"gut","MGYG000040787","MGYG000040787_43","MGYG000040787_43@CAS:2","TypeI","TypeIC"
"gut","MGYG000041129","MGYG000041129_7","MGYG000041129_7@CAS:1","CAS","CAS"
"gut","MGYG000041129","MGYG000041129_7","MGYG000041129_7@CAS:2","TypeIII","TypeIIIB"
"gut","MGYG000041129","MGYG000041129_7","MGYG000041129_7@CAS:3","TypeI","TypeIC"
"gut","MGYG000041129","MGYG000041129_7","MGYG000041129_7@CAS:4","TypeIII","TypeIIIA"
"gut","MGYG000041354","MGYG000041354_249","MGYG000041354_249@CAS:1","CAS","CAS"
"gut","MGYG000041354","MGYG000041354_249","MGYG000041354_249@CAS:2","TypeII","TypeIIU"
"gut","MGYG000041548","MGYG000041548_7","MGYG000041548_7@CAS:1","TypeI","TypeIE"
"gut","MGYG000041548","MGYG000041548_7","MGYG000041548_7@CAS:2","CAS","CAS"
"gut","MGYG000041548","MGYG000041548_12","MGYG000041548_12@CAS:1","CAS","CAS"
"gut","MGYG000041548","MGYG000041548_12","MGYG000041548_12@CAS:2","TypeII","TypeIIU"
"gut","MGYG000041601","MGYG000041601_25","MGYG000041601_25@CAS:1","CAS","CAS"
"gut","MGYG000041601","MGYG000041601_25","MGYG000041601_25@CAS:2","TypeI","TypeIB"
"gut","MGYG000041601","MGYG000041601_44","MGYG000041601_44@CAS:1","CAS","CAS"
"gut","MGYG000042594","MGYG000042594_100","MGYG000042594_100@CAS:1","CAS","CAS"
"gut","MGYG000042594","MGYG000042594_100","MGYG000042594_100@CAS:2","TypeI","TypeIC"
"gut","MGYG000043283","MGYG000043283_8","MGYG000043283_8@CAS:1","CAS","CAS"
"gut","MGYG000043283","MGYG000043283_12","MGYG000043283_12@CAS:1","CAS","CAS"
"gut","MGYG000043283","MGYG000043283_12","MGYG000043283_12@CAS:2","TypeII","TypeIIU"
"gut","MGYG000043283","MGYG000043283_20","MGYG000043283_20@CAS:1","CAS","CAS"
"gut","MGYG000043283","MGYG000043283_20","MGYG000043283_20@CAS:2","TypeI","TypeIC"
"gut","MGYG000043704","MGYG000043704_13","MGYG000043704_13@CAS:1","CAS","CAS"
"gut","MGYG000043704","MGYG000043704_71","MGYG000043704_71@CAS:1","CAS","CAS"
"gut","MGYG000043704","MGYG000043704_71","MGYG000043704_71@CAS:2","TypeI","TypeIC"
"gut","MGYG000043858","MGYG000043858_18","MGYG000043858_18@CAS:1","CAS","CAS"
"gut","MGYG000043858","MGYG000043858_18","MGYG000043858_18@CAS:2","TypeI","TypeIB"
"gut","MGYG000043926","MGYG000043926_1","MGYG000043926_1@CAS:1","CAS","CAS"
"gut","MGYG000044303","MGYG000044303_3","MGYG000044303_3@CAS:1","CAS","CAS"
"gut","MGYG000044303","MGYG000044303_3","MGYG000044303_3@CAS:2","TypeI","TypeIC"
"gut","MGYG000044303","MGYG000044303_17","MGYG000044303_17@CAS:1","CAS","CAS"
"gut","MGYG000044303","MGYG000044303_17","MGYG000044303_17@CAS:2","TypeIII","TypeIIIA"
"gut","MGYG000044303","MGYG000044303_21","MGYG000044303_21@CAS:1","CAS","CAS"
"gut","MGYG000044747","MGYG000044747_120","MGYG000044747_120@CAS:1","CAS","CAS"
"gut","MGYG000044983","MGYG000044983_268","MGYG000044983_268@CAS:1","TypeII","TypeIIA"
"gut","MGYG000044983","MGYG000044983_268","MGYG000044983_268@CAS:2","CAS","CAS"
"gut","MGYG000044983","MGYG000044983_268","MGYG000044983_268@CAS:3","TypeII","TypeIIU"
"gut","MGYG000045013","MGYG000045013_3","MGYG000045013_3@CAS:1","CAS","CAS"
"gut","MGYG000045549","MGYG000045549_3","MGYG000045549_3@CAS:1","CAS","CAS"
"gut","MGYG000045549","MGYG000045549_17","MGYG000045549_17@CAS:1","CAS","CAS"
"gut","MGYG000045549","MGYG000045549_17","MGYG000045549_17@CAS:2","TypeI","TypeIB"
"gut","MGYG000045549","MGYG000045549_78","MGYG000045549_78@CAS:1","CAS","CAS"
"gut","MGYG000045882","MGYG000045882_30","MGYG000045882_30@CAS:1","CAS","CAS"
"gut","MGYG000045913","MGYG000045913_168","MGYG000045913_168@CAS:1","TypeII","TypeIIU"
"gut","MGYG000046007","MGYG000046007_34","MGYG000046007_34@CAS:1","CAS","CAS"
"gut","MGYG000046007","MGYG000046007_44","MGYG000046007_44@CAS:1","TypeII","TypeIIA"
"gut","MGYG000046007","MGYG000046007_44","MGYG000046007_44@CAS:2","CAS","CAS"
"gut","MGYG000046007","MGYG000046007_44","MGYG000046007_44@CAS:3","TypeII","TypeIIU"
"gut","MGYG000046118","MGYG000046118_131","MGYG000046118_131@CAS:1","CAS","CAS"
"gut","MGYG000046233","MGYG000046233_14","MGYG000046233_14@CAS:1","TypeII","TypeIIA"
"gut","MGYG000046233","MGYG000046233_14","MGYG000046233_14@CAS:2","CAS","CAS"
"gut","MGYG000046233","MGYG000046233_14","MGYG000046233_14@CAS:3","TypeII","TypeIIU"
"gut","MGYG000046279","MGYG000046279_11","MGYG000046279_11@CAS:1","CAS","CAS"
"gut","MGYG000046279","MGYG000046279_11","MGYG000046279_11@CAS:2","TypeI","TypeIC"
"gut","MGYG000046279","MGYG000046279_24","MGYG000046279_24@CAS:1","CAS","CAS"
"gut","MGYG000046279","MGYG000046279_24","MGYG000046279_24@CAS:2","TypeI","TypeIC"
"gut","MGYG000046301","MGYG000046301_26","MGYG000046301_26@CAS:1","CAS","CAS"
"gut","MGYG000046301","MGYG000046301_26","MGYG000046301_26@CAS:2","TypeI","TypeIC"
"gut","MGYG000046344","MGYG000046344_455","MGYG000046344_455@CAS:1","CAS","CAS"
"gut","MGYG000046344","MGYG000046344_455","MGYG000046344_455@CAS:2","TypeII","TypeIIU"
"gut","MGYG000046805","MGYG000046805_29","MGYG000046805_29@CAS:1","CAS","CAS"
"gut","MGYG000046805","MGYG000046805_29","MGYG000046805_29@CAS:2","TypeI","TypeIB"
"gut","MGYG000046866","MGYG000046866_16","MGYG000046866_16@CAS:1","CAS","CAS"
"gut","MGYG000046866","MGYG000046866_16","MGYG000046866_16@CAS:2","TypeI","TypeIC"
"gut","MGYG000046866","MGYG000046866_40","MGYG000046866_40@CAS:1","CAS","CAS"
"gut","MGYG000046964","MGYG000046964_3","MGYG000046964_3@CAS:1","CAS","CAS"
"gut","MGYG000046964","MGYG000046964_3","MGYG000046964_3@CAS:2","TypeI","TypeIB"
"gut","MGYG000046964","MGYG000046964_5","MGYG000046964_5@CAS:1","CAS","CAS"
"gut","MGYG000046964","MGYG000046964_22","MGYG000046964_22@CAS:1","CAS","CAS"
"gut","MGYG000046964","MGYG000046964_96","MGYG000046964_96@CAS:1","CAS","CAS"
"gut","MGYG000047355","MGYG000047355_6","MGYG000047355_6@CAS:1","CAS","CAS"
"gut","MGYG000047355","MGYG000047355_35","MGYG000047355_35@CAS:1","CAS","CAS"
"gut","MGYG000047355","MGYG000047355_35","MGYG000047355_35@CAS:2","TypeI","TypeIB"
"gut","MGYG000048389","MGYG000048389_41","MGYG000048389_41@CAS:1","CAS","CAS"
"gut","MGYG000048580","MGYG000048580_8","MGYG000048580_8@CAS:1","CAS","CAS"
"gut","MGYG000048580","MGYG000048580_8","MGYG000048580_8@CAS:2","TypeI","TypeIC"
"gut","MGYG000048880","MGYG000048880_103","MGYG000048880_103@CAS:1","TypeII","TypeIIA"
"gut","MGYG000048880","MGYG000048880_103","MGYG000048880_103@CAS:2","CAS","CAS"
"gut","MGYG000048880","MGYG000048880_103","MGYG000048880_103@CAS:3","TypeII","TypeIIU"
"gut","MGYG000049566","MGYG000049566_1","MGYG000049566_1@CAS:1","CAS","CAS"
"gut","MGYG000049566","MGYG000049566_1","MGYG000049566_1@CAS:2","TypeI","TypeIA"
"gut","MGYG000049566","MGYG000049566_1","MGYG000049566_1@CAS:3","TypeI","TypeIC"
"gut","MGYG000049566","MGYG000049566_10","MGYG000049566_10@CAS:1","CAS","CAS"
"gut","MGYG000049566","MGYG000049566_28","MGYG000049566_28@CAS:1","CAS","CAS"
"gut","MGYG000049648","MGYG000049648_91","MGYG000049648_91@CAS:1","CAS","CAS"
"gut","MGYG000049648","MGYG000049648_91","MGYG000049648_91@CAS:2","TypeI","TypeIC"
"gut","MGYG000049762","MGYG000049762_7","MGYG000049762_7@CAS:1","CAS","CAS"
"gut","MGYG000049762","MGYG000049762_7","MGYG000049762_7@CAS:2","TypeIII","TypeIIIA"
"gut","MGYG000049762","MGYG000049762_14","MGYG000049762_14@CAS:1","CAS","CAS"
"gut","MGYG000049762","MGYG000049762_14","MGYG000049762_14@CAS:2","TypeI","TypeIC"
"gut","MGYG000049941","MGYG000049941_5","MGYG000049941_5@CAS:1","TypeI","TypeIA"
"gut","MGYG000049941","MGYG000049941_14","MGYG000049941_14@CAS:1","TypeII","TypeIIA"
"gut","MGYG000049941","MGYG000049941_14","MGYG000049941_14@CAS:2","CAS","CAS"
"gut","MGYG000049941","MGYG000049941_14","MGYG000049941_14@CAS:3","TypeII","TypeIIU"
"gut","MGYG000050005","MGYG000050005_7","MGYG000050005_7@CAS:1","CAS","CAS"
"gut","MGYG000050340","MGYG000050340_2","MGYG000050340_2@CAS:1","CAS","CAS"
"gut","MGYG000050340","MGYG000050340_2","MGYG000050340_2@CAS:2","TypeI","TypeIB"
"gut","MGYG000050527","MGYG000050527_1","MGYG000050527_1@CAS:1","CAS","CAS"
"gut","MGYG000050527","MGYG000050527_1","MGYG000050527_1@CAS:2","TypeI","TypeIB"
"gut","MGYG000050527","MGYG000050527_2","MGYG000050527_2@CAS:1","CAS","CAS"
"gut","MGYG000050527","MGYG000050527_2","MGYG000050527_2@CAS:2","TypeI","TypeIB"
"gut","MGYG000050527","MGYG000050527_4","MGYG000050527_4@CAS:1","CAS","CAS"
"gut","MGYG000050527","MGYG000050527_5","MGYG000050527_5@CAS:1","CAS","CAS"
"gut","MGYG000050527","MGYG000050527_9","MGYG000050527_9@CAS:1","CAS","CAS"
"gut","MGYG000050900","MGYG000050900_6","MGYG000050900_6@CAS:1","CAS","CAS"
"gut","MGYG000050900","MGYG000050900_6","MGYG000050900_6@CAS:2","TypeIII","TypeIIIA"
"gut","MGYG000050900","MGYG000050900_26","MGYG000050900_26@CAS:1","TypeI","TypeIE"
"gut","MGYG000050900","MGYG000050900_26","MGYG000050900_26@CAS:2","CAS","CAS"
"gut","MGYG000051056","MGYG000051056_24","MGYG000051056_24@CAS:1","CAS","CAS"
"gut","MGYG000051056","MGYG000051056_24","MGYG000051056_24@CAS:2","TypeI","TypeIB"
"gut","MGYG000051242","MGYG000051242_25","MGYG000051242_25@CAS:1","CAS","CAS"
"gut","MGYG000051404","MGYG000051404_1","MGYG000051404_1@CAS:1","TypeI","TypeIE"
"gut","MGYG000051404","MGYG000051404_1","MGYG000051404_1@CAS:2","CAS","CAS"
"gut","MGYG000051404","MGYG000051404_1","MGYG000051404_1@CAS:3","TypeI","TypeIC"
"gut","MGYG000051830","MGYG000051830_6","MGYG000051830_6@CAS:1","TypeII","TypeIIA"
"gut","MGYG000051830","MGYG000051830_6","MGYG000051830_6@CAS:2","CAS","CAS"
"gut","MGYG000051830","MGYG000051830_6","MGYG000051830_6@CAS:3","TypeII","TypeIIU"
