user_genome	is_ani_classification	class_tree_mapped	classification_rule
GCA_014845815.1_ASM1484581v1_genomic	True	3	Rule 7
GCA_014846005.1_ASM1484600v1_genomic	True	1	Rule 7
GCA_014848715.1_ASM1484871v1_genomic	True	8	Rule 7
GCA_014849075.1_ASM1484907v1_genomic	True	3	Rule 7
GCA_014867105.1_ASM1486710v1_genomic	True	3	Rule 7
GCA_014868155.1_ASM1486815v1_genomic	True	2	Rule 7
GCA_014868245.1_ASM1486824v1_genomic	True	2	Rule 7
GCA_014870005.1_ASM1487000v1_genomic	True	2	Rule 7
GCA_014870035.1_ASM1487003v1_genomic	True	2	Rule 7
GCA_014871965.1_ASM1487196v1_genomic	True	8	Rule 7
GCA_014872005.1_ASM1487200v1_genomic	True	8	Rule 7
GCA_014872105.1_ASM1487210v1_genomic	True	8	Rule 7
GCA_014914065.1_PDT000859971.1_genomic	True	1	Rule 7
GCA_014918755.1_ASM1491875v1_genomic	True	1	Rule 7
GCA_014969065.1_PDT000862383.1_genomic	True	4	Rule 7
GCA_014973345.1_PDT000862226.1_genomic	True	4	Rule 7
GCA_014974165.1_PDT000862242.1_genomic	True	4	Rule 7
GCA_014976785.1_PDT000862237.1_genomic	True	4	Rule 7
GCA_014986585.1_PDT000863153.1_genomic	True	4	Rule 7
GCA_015012055.1_PDT000859130.1_genomic	True	6	Rule 7
GCA_015060735.1_ASM1506073v1_genomic	True	3	Rule 7
GCA_015066705.1_ASM1506670v1_genomic	True	2	Rule 7
GCA_015142775.1_PDT000854487.1_genomic	True	4	Rule 7
GCA_015248315.1_PDT000880647.1_genomic	True	4	Rule 7
GCA_015255075.1_ASM1525507v1_genomic	True	1	Rule 7
GCA_015255175.1_ASM1525517v1_genomic	True	1	Rule 7
GCA_015255185.1_ASM1525518v1_genomic	True	1	Rule 7
GCA_015291145.1_PDT000820627.1_genomic	True	6	Rule 7
GCA_015292145.1_PDT000806861.1_genomic	True	6	Rule 7
GCA_015294285.1_PDT000800215.1_genomic	True	6	Rule 7
GCA_015300405.1_PDT000705615.1_genomic	True	6	Rule 7
GCA_015300725.1_PDT000709836.1_genomic	True	6	Rule 7
GCA_015306185.1_PDT000704772.1_genomic	True	6	Rule 7
GCA_015313565.1_PDT000701083.1_genomic	True	6	Rule 7
GCA_015316255.1_PDT000678725.1_genomic	True	6	Rule 7
GCA_015327705.1_PDT000538711.1_genomic	True	6	Rule 7
GCA_015328505.1_PDT000522034.1_genomic	True	6	Rule 7
GCA_015335025.1_PDT000375026.1_genomic	True	6	Rule 7
GCA_015335155.1_PDT000375025.1_genomic	True	6	Rule 7
GCA_015335675.1_PDT000367284.1_genomic	True	6	Rule 7
GCA_015337425.1_PDT000362785.1_genomic	True	6	Rule 7
GCA_015340625.1_PDT000866312.1_genomic	True	6	Rule 7
GCA_015367885.1_PDT000742995.1_genomic	True	6	Rule 7
GCA_015499535.1_PDT000643771.1_genomic	True	6	Rule 7
GCA_015502665.1_PDT000551868.1_genomic	True	6	Rule 7
GCA_015503235.1_PDT000494482.1_genomic	True	6	Rule 7
GCA_015503905.1_PDT000522520.1_genomic	True	6	Rule 7
GCA_015504045.1_PDT000485476.1_genomic	True	6	Rule 7
GCA_015505305.1_PDT000424636.1_genomic	True	6	Rule 7
GCA_015505765.1_PDT000410971.1_genomic	True	6	Rule 7
GCA_015506535.1_PDT000417465.1_genomic	True	6	Rule 7
GCA_015507375.1_PDT000372239.1_genomic	True	6	Rule 7
GCA_015507745.1_PDT000362787.1_genomic	True	6	Rule 7
GCA_015507855.1_PDT000362789.1_genomic	True	6	Rule 7
GCA_015508175.1_PDT000355727.1_genomic	True	6	Rule 7
GCA_015508765.1_PDT000347546.2_genomic	True	6	Rule 7
GCA_015509245.1_PDT000341232.1_genomic	True	6	Rule 7
GCA_015509685.1_PDT000336915.1_genomic	True	6	Rule 7
GCA_015509765.1_PDT000336900.1_genomic	True	6	Rule 7
GCA_015512475.2_PDT000109666.2_genomic	True	6	Rule 7
GCA_015512535.2_PDT000109670.2_genomic	True	6	Rule 7
GCA_015512565.2_PDT000109653.2_genomic	True	6	Rule 7
GCA_015513395.2_PDT000109625.2_genomic	True	6	Rule 7
GCA_015514025.2_PDT000109598.2_genomic	True	6	Rule 7
GCA_015516325.2_PDT000088376.2_genomic	True	6	Rule 7
GCA_015516825.2_PDT000088363.2_genomic	True	6	Rule 7
GCA_015542425.2_PDT000849692.2_genomic	True	6	Rule 7
GCA_015585075.1_PDT000795767.1_genomic	True	6	Rule 7
GCA_015588505.1_PDT000795663.1_genomic	True	6	Rule 7
GCA_015590625.1_PDT000795442.1_genomic	True	6	Rule 7
GCA_015591965.1_PDT000795406.1_genomic	True	6	Rule 7
GCA_015604445.1_PDT000499508.1_genomic	True	6	Rule 7
GCA_015609185.1_PDT000372186.1_genomic	True	6	Rule 7
GCA_015609765.2_PDT000304991.2_genomic	True	6	Rule 7
GCA_015609825.2_PDT000266022.2_genomic	True	6	Rule 7
GCA_015628865.1_PDT000430722.1_genomic	True	6	Rule 7
GCA_015630925.1_PDT000677094.1_genomic	True	6	Rule 7
GCA_015633145.1_PDT000708707.1_genomic	True	6	Rule 7
GCA_015633925.1_PDT000635905.1_genomic	True	6	Rule 7
GCA_015634225.1_PDT000877228.1_genomic	True	6	Rule 7
GCA_015634645.1_PDT000877235.1_genomic	True	6	Rule 7
GCA_015636125.1_PDT000850767.1_genomic	True	6	Rule 7
GCA_015636165.1_PDT000850761.1_genomic	True	6	Rule 7
GCA_015638445.1_PDT000590224.1_genomic	True	6	Rule 7
GCA_015638865.1_PDT000610253.1_genomic	True	6	Rule 7
GCA_015640265.1_PDT000522653.1_genomic	True	6	Rule 7
GCA_015641325.1_PDT000481205.1_genomic	True	6	Rule 7
GCA_015641865.1_PDT000411012.1_genomic	True	6	Rule 7
GCA_015641925.1_PDT000409040.1_genomic	True	6	Rule 7
GCA_015681295.1_PDT000893452.1_genomic	True	1	Rule 7
GCA_015681355.1_PDT000893441.1_genomic	True	1	Rule 7
GCA_015682355.1_PDT000759798.1_genomic	True	1	Rule 7
GCA_015682635.1_PDT000759811.1_genomic	True	1	Rule 7
GCA_015683495.1_PDT000538138.1_genomic	True	1	Rule 7
GCA_015683855.1_PDT000538170.1_genomic	True	1	Rule 7
GCA_015684255.1_PDT000538163.1_genomic	True	1	Rule 7
GCA_015722325.1_ASM1572232v1_genomic	True	1	Rule 7
GCA_015722585.1_ASM1572258v1_genomic	True	1	Rule 7
GCA_015722725.1_ASM1572272v1_genomic	True	1	Rule 7
GCA_015723685.1_ASM1572368v1_genomic	True	1	Rule 7
GCA_015723705.1_ASM1572370v1_genomic	True	1	Rule 7
GCA_015723765.1_ASM1572376v1_genomic	True	1	Rule 7
GCA_015723975.1_ASM1572397v1_genomic	True	1	Rule 7
GCA_015724105.1_ASM1572410v1_genomic	True	1	Rule 7
GCA_015732835.1_ASM1573283v1_genomic	True	1	Rule 7
GCA_015739695.1_ASM1573969v1_genomic	True	1	Rule 7
GCA_015743985.1_PDT000890665.1_genomic	True	1	Rule 7
GCA_015745945.1_PDT000836463.1_genomic	True	1	Rule 7
GCA_015746345.1_PDT000801330.1_genomic	True	1	Rule 7
GCA_015750065.1_PDT000793633.1_genomic	True	1	Rule 7
GCA_015750085.1_PDT000793558.1_genomic	True	1	Rule 7
GCA_015750445.1_PDT000793653.1_genomic	True	1	Rule 7
GCA_015750625.1_PDT000793523.1_genomic	True	1	Rule 7
GCA_015753605.1_PDT000789158.1_genomic	True	1	Rule 7
GCA_015755345.1_PDT000788577.1_genomic	True	1	Rule 7
GCA_015755885.1_PDT000788533.1_genomic	True	1	Rule 7
GCA_015755925.1_PDT000788563.1_genomic	True	1	Rule 7
GCA_015757105.1_PDT000787904.1_genomic	True	1	Rule 7
GCA_015760065.1_PDT000787736.1_genomic	True	1	Rule 7
GCA_015761005.1_PDT000787680.1_genomic	True	1	Rule 7
GCA_015761885.1_PDT000787615.1_genomic	True	1	Rule 7
GCA_015764555.1_ASM1576455v1_genomic	True	1	Rule 7
GCA_015775055.1_PDT000659236.1_genomic	True	1	Rule 7
GCA_015778485.1_PDT000649418.1_genomic	True	1	Rule 7
GCA_015778585.1_PDT000648394.1_genomic	True	1	Rule 7
GCA_015779915.1_PDT000648391.1_genomic	True	1	Rule 7
GCA_015780455.1_PDT000648169.1_genomic	True	1	Rule 7
GCA_015781975.1_PDT000628183.1_genomic	True	1	Rule 7
GCA_015784015.1_PDT000624392.1_genomic	True	1	Rule 7
GCA_015784315.1_PDT000587116.1_genomic	True	1	Rule 7
GCA_015784345.1_PDT000577519.1_genomic	True	1	Rule 7
GCA_015785175.1_PDT000587576.1_genomic	True	1	Rule 7
GCA_015785595.1_PDT000566490.1_genomic	True	1	Rule 7
GCA_015785895.1_PDT000566295.1_genomic	True	1	Rule 7
GCA_015788335.1_PDT000509863.1_genomic	True	1	Rule 7
GCA_015792115.1_PDT000433035.1_genomic	True	1	Rule 7
GCA_015797195.1_PDT000410756.1_genomic	True	1	Rule 7
GCA_015798175.1_PDT000393970.1_genomic	True	1	Rule 7
GCA_015800415.1_PDT000380995.1_genomic	True	1	Rule 7
GCA_015803035.1_PDT000362292.1_genomic	True	1	Rule 7
GCA_015806075.1_PDT000343653.1_genomic	True	1	Rule 7
GCA_015807075.1_PDT000345182.1_genomic	True	1	Rule 7
GCA_015810095.1_PDT000308844.2_genomic	True	1	Rule 7
GCA_015810325.1_PDT000308855.2_genomic	True	1	Rule 7
GCA_015813305.2_PDT000287342.2_genomic	True	1	Rule 7
GCA_015815355.2_PDT000264813.2_genomic	True	1	Rule 7
GCA_015815465.2_PDT000258528.2_genomic	True	1	Rule 7
GCA_015817875.1_PDT000168084.2_genomic	True	1	Rule 7
GCA_015860675.1_PDT000901961.1_genomic	True	4	Rule 7
GCA_015862225.1_PDT000901848.1_genomic	True	1	Rule 7
GCA_015888965.1_PDT000903058.1_genomic	True	1	Rule 7
GCA_015895965.1_PDT000879674.1_genomic	True	1	Rule 7
GCA_015896605.1_PDT000879634.1_genomic	True	1	Rule 7
GCA_015899405.1_PDT000870694.1_genomic	True	1	Rule 7
GCA_015899565.1_PDT000870420.1_genomic	True	1	Rule 7
GCA_015903995.1_ASM1590399v1_genomic	True	7	Rule 7
GCA_015904045.1_ASM1590404v1_genomic	True	7	Rule 7
GCA_015905365.1_PDT000856827.1_genomic	True	1	Rule 7
GCA_015919085.1_PDT000898170.1_genomic	True	6	Rule 7
GCA_015929845.1_PDT000821565.1_genomic	True	1	Rule 7
GCA_015939185.1_PDT000725076.1_genomic	True	1	Rule 7
GCA_015939405.1_PDT000725252.1_genomic	True	1	Rule 7
GCA_015944535.1_PDT000673145.1_genomic	True	1	Rule 7
GCA_015944575.1_PDT000673193.1_genomic	True	1	Rule 7
GCA_015959185.1_PDT000893477.1_genomic	True	1	Rule 7
GCA_015959545.1_PDT000893347.1_genomic	True	1	Rule 7
GCA_015960365.1_PDT000683397.1_genomic	True	1	Rule 7
GCA_015965775.1_PDT000611199.1_genomic	True	1	Rule 7
GCA_015966295.1_PDT000611141.1_genomic	True	1	Rule 7
GCA_015967535.1_PDT000610414.1_genomic	True	1	Rule 7
GCA_015968035.1_PDT000609664.1_genomic	True	1	Rule 7
GCA_015969385.1_PDT000608690.1_genomic	True	1	Rule 7
GCA_015970645.1_PDT000608513.1_genomic	True	1	Rule 7
GCA_015974405.1_PDT000608290.1_genomic	True	1	Rule 7
GCA_015978985.1_PDT000598771.1_genomic	True	1	Rule 7
GCA_015980725.1_PDT000597815.1_genomic	True	1	Rule 7
GCA_015980965.1_PDT000597801.1_genomic	True	1	Rule 7
GCA_015981485.1_PDT000597777.1_genomic	True	1	Rule 7
GCA_015982145.1_PDT000597745.1_genomic	True	1	Rule 7
GCA_015983205.1_PDT000597654.1_genomic	True	1	Rule 7
GCA_015986365.1_PDT000597286.1_genomic	True	1	Rule 7
GCA_015988905.1_PDT000597142.1_genomic	True	1	Rule 7
GCA_015989705.1_PDT000597012.1_genomic	True	1	Rule 7
GCA_015990805.1_PDT000596981.1_genomic	True	1	Rule 7
GCA_015991945.1_PDT000596887.1_genomic	True	1	Rule 7
GCA_016005565.1_ASM1600556v1_genomic	True	1	Rule 7
GCA_016006095.1_ASM1600609v1_genomic	True	1	Rule 7
GCA_016006305.1_ASM1600630v1_genomic	True	1	Rule 7
GCA_016006795.1_ASM1600679v1_genomic	True	1	Rule 7
GCA_016006845.1_ASM1600684v1_genomic	True	1	Rule 7
GCA_016007115.1_ASM1600711v1_genomic	True	1	Rule 7
GCA_016008215.1_ASM1600821v1_genomic	True	1	Rule 7
GCA_016020655.1_PDT000596830.1_genomic	True	1	Rule 7
GCA_016057615.1_PDT000592934.1_genomic	True	1	Rule 7
GCA_016057635.1_PDT000592928.1_genomic	True	1	Rule 7
GCA_016059055.1_PDT000592920.1_genomic	True	1	Rule 7
GCA_016061635.1_PDT000592865.1_genomic	True	1	Rule 7
GCA_016062695.1_PDT000592838.2_genomic	True	1	Rule 7
GCA_016063145.1_PDT000592804.1_genomic	True	1	Rule 7
GCA_016063515.1_PDT000592789.1_genomic	True	1	Rule 7
GCA_016065435.1_PDT000590058.1_genomic	True	1	Rule 7
GCA_016065855.1_PDT000589415.1_genomic	True	1	Rule 7
GCA_016081205.1_PDT000589848.1_genomic	True	1	Rule 7
GCA_016087715.2_PDT000122050.2_genomic	True	3	Rule 7
GCA_016087795.2_PDT000122046.2_genomic	True	3	Rule 7
GCA_016087915.2_PDT000122041.2_genomic	True	3	Rule 7
GCA_016087955.2_PDT000122034.2_genomic	True	3	Rule 7
GCA_016088035.2_PDT000122035.2_genomic	True	3	Rule 7
GCA_016088195.2_PDT000128180.2_genomic	True	3	Rule 7
GCA_016137085.1_ASM1613708v1_genomic	True	1	Rule 7
GCA_016159215.1_PDT000827516.1_genomic	True	1	Rule 7
GCA_016237435.1_ASM1623743v1_genomic	True	1	Rule 7
GCA_016237455.1_ASM1623745v1_genomic	True	1	Rule 7
GCA_016237565.1_ASM1623756v1_genomic	True	1	Rule 7
GCA_016237965.1_ASM1623796v1_genomic	True	1	Rule 7
GCA_016238865.1_ASM1623886v1_genomic	True	1	Rule 7
GCA_016239265.1_ASM1623926v1_genomic	True	1	Rule 7
GCA_016283395.1_ASM1628339v1_genomic	True	2	Rule 7
GCA_016286855.1_ASM1628685v1_genomic	True	2	Rule 7
GCA_016310805.1_PDT000921895.1_genomic	True	1	Rule 7
GCA_016338125.1_ASM1633812v1_genomic	True	1	Rule 7
GCA_016353445.1_PDT000309013.2_genomic	True	1	Rule 7
GCA_016387095.1_ASM1638709v1_genomic	True	1	Rule 7
GCA_016429525.1_PDT000924888.1_genomic	True	1	Rule 7
GCA_016429945.1_PDT000924906.1_genomic	True	1	Rule 7
GCA_016445445.1_PDT000925105.1_genomic	True	1	Rule 7
GCA_016454925.1_ASM1645492v1_genomic	True	6	Rule 7
GCA_016472835.1_PDT000897990.1_genomic	True	1	Rule 7
GCA_016501185.1_PDT000659811.1_genomic	True	1	Rule 7
GCA_016517095.2_PDT000173833.2_genomic	True	1	Rule 7
GCA_016537555.2_PDT000106920.2_genomic	True	1	Rule 7
GCA_016540345.2_PDT000106813.2_genomic	True	1	Rule 7
GCA_016633005.1_ASM1663300v1_genomic	True	1	Rule 7
GCA_016644865.1_PDT000932468.1_genomic	True	4	Rule 7
GCA_016701335.1_PDT000937849.1_genomic	True	1	Rule 7
GCA_016715825.1_ASM1671582v1_genomic	True	7	Rule 7
GCA_016788885.1_ASM1678888v1_genomic	True	7	Rule 7
GCA_016789065.1_ASM1678906v1_genomic	True	7	Rule 7
GCA_016827455.1_ASM1682745v1_genomic	True	1	Rule 7
GCA_016859435.1_ASM1685943v1_genomic	True	6	Rule 7
GCA_016873575.1_JGI_2017-08-21_genomic	True	7	Rule 7
GCA_016873595.1_JGI_2017-08-21_genomic	True	7	Rule 7
GCA_016873615.1_JGI_2017-08-21_genomic	True	7	Rule 7
GCA_016876495.1_ASM1687649v1_genomic	True	1	Rule 7
GCA_016880205.1_ASM1688020v1_genomic	True	7	Rule 7
GCA_016882645.1_ASM1688264v1_genomic	True	6	Rule 7
GCA_016882675.1_ASM1688267v1_genomic	True	6	Rule 7
GCA_016882945.1_ASM1688294v1_genomic	True	6	Rule 7
GCA_016883045.1_ASM1688304v1_genomic	True	6	Rule 7
GCA_016883105.1_ASM1688310v1_genomic	True	6	Rule 7
GCA_016883205.1_ASM1688320v1_genomic	True	6	Rule 7
GCA_016884545.1_ASM1688454v1_genomic	True	6	Rule 7
GCA_016886305.1_ASM1688630v1_genomic	True	6	Rule 7
GCA_016886415.1_ASM1688641v1_genomic	True	6	Rule 7
GCA_016887065.1_ASM1688706v1_genomic	True	6	Rule 7
GCA_016887425.1_ASM1688742v1_genomic	True	6	Rule 7
GCA_016961665.1_PDT000970701.1_genomic	True	4	Rule 7
GCA_016963395.1_PDT000970399.1_genomic	True	4	Rule 7
GCA_017109885.1_PDT000973611.1_genomic	True	4	Rule 7
GCA_017124555.1_PDT000949502.1_genomic	True	3	Rule 7
GCA_017124695.1_PDT000949499.1_genomic	True	3	Rule 7
GCA_017152575.1_ASM1715257v1_genomic	True	1	Rule 7
GCA_017160915.1_ASM1716091v1_genomic	True	1	Rule 7
GCA_017212335.1_PDT000941481.1_genomic	True	4	Rule 7
GCA_017262555.1_PDT000976373.1_genomic	True	6	Rule 7
GCA_017345875.1_PDT000200503.2_genomic	True	1	Rule 7
GCA_017346335.1_PDT000982974.1_genomic	True	4	Rule 7
GCA_017377975.1_ASM1737797v1_genomic	True	3	Rule 7
GCA_017379515.1_ASM1737951v1_genomic	False	3	Rule 2
GCA_017379775.1_ASM1737977v1_genomic	True	3	Rule 7
GCA_017380235.1_ASM1738023v1_genomic	True	3	Rule 7
GCA_017381075.1_ASM1738107v1_genomic	True	3	Rule 7
GCA_017382955.1_ASM1738295v1_genomic	True	3	Rule 7
GCA_017383605.1_ASM1738360v1_genomic	True	2	Rule 7
GCA_017383625.1_ASM1738362v1_genomic	False	3	Rule 2
GCA_017391185.1_ASM1739118v1_genomic	True	3	Rule 7
GCA_017391845.1_ASM1739184v1_genomic	True	3	Rule 7
GCA_017398085.1_ASM1739808v1_genomic	False	3	Rule 2
GCA_017399985.1_ASM1739998v1_genomic	True	3	Rule 7
GCA_017401405.1_ASM1740140v1_genomic	True	2	Rule 7
GCA_017407245.1_ASM1740724v1_genomic	True	3	Rule 7
GCA_017408825.1_ASM1740882v1_genomic	True	3	Rule 7
GCA_017410265.1_ASM1741026v1_genomic	True	2	Rule 7
GCA_017410485.1_ASM1741048v1_genomic	True	3	Rule 7
GCA_017414285.1_ASM1741428v1_genomic	True	2	Rule 7
GCA_017418765.1_ASM1741876v1_genomic	True	2	Rule 7
GCA_017423975.1_ASM1742397v1_genomic	True	3	Rule 7
GCA_017424405.1_ASM1742440v1_genomic	True	3	Rule 7
GCA_017425625.1_ASM1742562v1_genomic	True	3	Rule 7
GCA_017425885.1_ASM1742588v1_genomic	False	3	Rule 2
GCA_017425965.1_ASM1742596v1_genomic	True	3	Rule 7
GCA_017428695.1_ASM1742869v1_genomic	True	2	Rule 7
GCA_017433905.1_ASM1743390v1_genomic	True	2	Rule 7
GCA_017437085.1_ASM1743708v1_genomic	True	3	Rule 7
GCA_017452745.1_ASM1745274v1_genomic	True	3	Rule 7
GCA_017463965.1_ASM1746396v1_genomic	True	2	Rule 7
GCA_017465605.1_ASM1746560v1_genomic	True	3	Rule 7
GCA_017468265.1_ASM1746826v1_genomic	True	3	Rule 7
GCA_017472185.1_ASM1747218v1_genomic	False	3	Rule 2
GCA_017480625.1_ASM1748062v1_genomic	False	2	Rule 2
GCA_017481885.1_ASM1748188v1_genomic	True	2	Rule 7
GCA_017502425.1_ASM1750242v1_genomic	True	2	Rule 7
GCA_017505805.1_ASM1750580v1_genomic	False	3	Rule 2
GCA_017513825.1_ASM1751382v1_genomic	True	3	Rule 7
GCA_017519145.1_ASM1751914v1_genomic	True	2	Rule 7
GCA_017538665.1_ASM1753866v1_genomic	False	3	Rule 2
GCA_017546555.1_ASM1754655v1_genomic	True	3	Rule 7
GCA_017556645.1_ASM1755664v1_genomic	False	3	Rule 2
GCA_017559405.1_ASM1755940v1_genomic	False	3	Rule 2
GCA_017561045.1_ASM1756104v1_genomic	True	3	Rule 7
GCA_017587715.1_PDT000991193.1_genomic	True	4	Rule 7
GCA_017621455.1_ASM1762145v1_genomic	True	3	Rule 7
GCA_017630315.1_ASM1763031v1_genomic	True	3	Rule 7
GCA_017637385.1_PDT000993405.1_genomic	True	4	Rule 7
GCA_017646605.1_ASM1764660v1_genomic	True	3	Rule 7
GCA_017647625.1_ASM1764762v1_genomic	True	3	Rule 7
GCA_017648445.1_ASM1764844v1_genomic	False	3	Rule 2
GCA_017716195.1_PDT000995850.1_genomic	True	1	Rule 7
GCA_017777235.1_PDT000979542.1_genomic	True	1	Rule 7
GCA_017849975.1_ASM1784997v1_genomic	True	6	Rule 7
GCA_017879605.1_ASM1787960v1_genomic	False	7	Rule 2
GCA_017887945.1_ASM1788794v1_genomic	True	8	Rule 7
GCA_017903285.1_PDT001003045.1_genomic	True	1	Rule 7
GCA_017912795.1_PDT001004194.1_genomic	True	6	Rule 7
GCA_017935185.1_ASM1793518v1_genomic	True	3	Rule 7
GCA_017936685.1_ASM1793668v1_genomic	True	3	Rule 7
GCA_017938865.1_ASM1793886v1_genomic	True	3	Rule 7
GCA_017940325.1_ASM1794032v1_genomic	True	2	Rule 7
GCA_017952275.1_ASM1795227v1_genomic	True	1	Rule 7
GCA_017960805.1_ASM1796080v1_genomic	True	2	Rule 7
GCA_017960965.1_ASM1796096v1_genomic	False	2	Rule 2
GCA_017976845.1_PDT000519798.1_genomic	True	6	Rule 7
GCA_017984235.1_ASM1798423v1_genomic	True	3	Rule 7
GCA_017985695.1_ASM1798569v1_genomic	True	3	Rule 7
GCA_017985915.1_ASM1798591v1_genomic	True	7	Rule 7
GCA_017986495.1_ASM1798649v1_genomic	True	2	Rule 7
GCA_017986845.1_ASM1798684v1_genomic	True	2	Rule 7
GCA_017987515.1_ASM1798751v1_genomic	True	3	Rule 7
GCA_017988965.1_ASM1798896v1_genomic	True	3	Rule 7
GCA_017989655.1_ASM1798965v1_genomic	True	7	Rule 7
GCA_017994795.1_ASM1799479v1_genomic	True	3	Rule 7
GCA_017996815.1_ASM1799681v1_genomic	True	7	Rule 7
GCA_018005355.1_ASM1800535v1_genomic	True	7	Rule 7
GCA_018006455.1_ASM1800645v1_genomic	True	7	Rule 7
GCA_018028355.1_PDT000934729.1_genomic	True	1	Rule 7
GCA_018031005.1_PDT000924895.1_genomic	True	1	Rule 7
GCA_018031965.1_PDT000920892.1_genomic	True	1	Rule 7
GCA_018042945.1_PDT000858308.1_genomic	True	1	Rule 7
GCA_018053025.1_ASM1805302v1_genomic	True	3	Rule 7
GCA_018053305.1_ASM1805330v1_genomic	True	2	Rule 7
GCA_018054145.1_ASM1805414v1_genomic	True	3	Rule 7
GCA_018054945.1_ASM1805494v1_genomic	True	2	Rule 7
GCA_018055485.1_ASM1805548v1_genomic	True	3	Rule 7
GCA_018058725.1_ASM1805872v1_genomic	True	3	Rule 7
GCA_018059185.1_ASM1805918v1_genomic	True	3	Rule 7
GCA_018059695.1_ASM1805969v1_genomic	True	3	Rule 7
GCA_018061885.1_ASM1806188v1_genomic	True	3	Rule 7
GCA_018064545.1_ASM1806454v1_genomic	True	2	Rule 7
GCA_018071165.1_PDT000828072.1_genomic	True	1	Rule 7
GCA_018087545.1_PDT000687437.1_genomic	True	6	Rule 7
GCA_018087645.1_PDT000716785.1_genomic	True	1	Rule 7
GCA_018126645.1_PDT001010296.1_genomic	True	1	Rule 7
GCA_018126725.1_PDT001010283.1_genomic	True	1	Rule 7
GCA_018159875.1_PDT001013445.1_genomic	True	1	Rule 7
GCA_018170215.1_PDT001012147.1_genomic	True	6	Rule 7
GCA_018171735.1_PDT001012024.1_genomic	True	6	Rule 7
GCA_018218335.1_PDT001016316.1_genomic	True	4	Rule 7
GCA_018242665.1_ASM1824266v1_genomic	True	7	Rule 7
GCA_018242785.1_ASM1824278v1_genomic	True	7	Rule 7
GCA_018242805.1_ASM1824280v1_genomic	True	7	Rule 7
GCA_018242825.1_ASM1824282v1_genomic	True	7	Rule 7
GCA_018264655.1_ASM1826465v1_genomic	True	3	Rule 7
GCA_018264815.1_ASM1826481v1_genomic	True	2	Rule 7
GCA_018265315.1_ASM1826531v1_genomic	True	3	Rule 7
GCA_018265955.1_ASM1826595v1_genomic	True	2	Rule 7
GCA_018265975.1_ASM1826597v1_genomic	True	3	Rule 7
GCA_018354205.1_PDT001025872.1_genomic	True	4	Rule 7
GCA_018355385.1_PDT001025769.1_genomic	True	4	Rule 7
GCA_018363275.1_ASM1836327v1_genomic	True	3	Rule 7
GCA_018363335.1_ASM1836333v1_genomic	True	1	Rule 7
GCA_018364795.1_ASM1836479v1_genomic	True	1	Rule 7
GCA_018364855.1_ASM1836485v1_genomic	True	1	Rule 7
GCA_018364925.1_ASM1836492v1_genomic	True	1	Rule 7
GCA_018365435.1_ASM1836543v1_genomic	True	1	Rule 7
GCA_018368275.1_ASM1836827v1_genomic	True	3	Rule 7
GCA_018369195.1_ASM1836919v1_genomic	True	3	Rule 7
GCA_018373115.1_ASM1837311v1_genomic	True	1	Rule 7
GCA_018374035.1_ASM1837403v1_genomic	True	1	Rule 7
GCA_018374455.1_ASM1837445v1_genomic	True	1	Rule 7
GCA_018374465.1_ASM1837446v1_genomic	True	1	Rule 7
GCA_018374845.1_ASM1837484v1_genomic	True	3	Rule 7
GCA_018375305.1_ASM1837530v1_genomic	True	1	Rule 7
GCA_018377795.1_ASM1837779v1_genomic	True	2	Rule 7
GCA_018378435.1_ASM1837843v1_genomic	True	1	Rule 7
GCA_018378615.1_ASM1837861v1_genomic	True	1	Rule 7
GCA_018382215.1_ASM1838221v1_genomic	True	2	Rule 7
GCA_018382945.1_ASM1838294v1_genomic	True	1	Rule 7
GCA_018425005.1_PDT001043998.1_genomic	True	1	Rule 7
GCA_018455145.1_PDT000712937.2_genomic	True	1	Rule 7
GCA_018520745.1_PDT001045476.1_genomic	True	1	Rule 7
GCA_018525185.1_PDT001042713.1_genomic	True	4	Rule 7
GCA_018606845.1_ASM1860684v1_genomic	True	6	Rule 7
GCA_018839095.1_PDT001066661.1_genomic	True	6	Rule 7
GCA_018949735.1_PDT001071052.1_genomic	True	6	Rule 7
GCA_019013005.1_ASM1901300v1_genomic	True	6	Rule 7
GCA_019060575.1_PDT001078612.1_genomic	True	1	Rule 7
GCA_019071345.1_ASM1907134v1_genomic	True	6	Rule 7
GCA_019147775.1_PDT001082928.1_genomic	True	1	Rule 7
GCA_019159135.1_PDT001083093.1_genomic	True	1	Rule 7
GCA_019182905.1_PDT001085573.1_genomic	True	1	Rule 7
GCA_019254305.1_PDT001088648.1_genomic	True	6	Rule 7
GCA_019256165.1_PDT001088657.1_genomic	True	6	Rule 7
GCA_019260405.1_PDT001087844.1_genomic	True	4	Rule 7
GCA_019278275.1_PDT001092454.1_genomic	True	4	Rule 7
GCA_019279475.1_PDT001092478.1_genomic	True	4	Rule 7
GCA_019324795.1_PDT001094969.1_genomic	True	6	Rule 7
GCA_019377495.1_PDT001097255.1_genomic	True	1	Rule 7
GCA_019379795.1_PDT001097109.1_genomic	True	4	Rule 7
GCA_019400055.1_ASM1940005v1_genomic	True	6	Rule 7
GCA_019400225.1_ASM1940022v1_genomic	True	6	Rule 7
GCA_019400365.1_ASM1940036v1_genomic	True	6	Rule 7
GCA_019410705.1_ASM1941070v1_genomic	True	2	Rule 7
GCA_019410975.1_ASM1941097v1_genomic	True	3	Rule 7
