species	crispr_positive	crispr_negative	distance
Enterobacter hormaechei	GCF_009362375.1_ASM936237v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
Enterobacter hormaechei	GCF_900075675.1_12045_5_72_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
Enterobacter hormaechei	GCA_025052375.1_PDT001384678.1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.00280713513782
Enterobacter hormaechei	GCA_025899585.1_PDT001469967.1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.00280713513782
Enterobacter hormaechei	GCF_900074985.1_11983_7_93_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.00280713513782
Enterobacter hormaechei	GCF_020922995.1_ASM2092299v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.00280713513782
Enterobacter hormaechei	GCF_026229165.1_ASM2622916v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
Enterobacter hormaechei	GCA_025900205.1_PDT001469957.1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.00280713513782
Enterobacter hormaechei	GCA_024888715.1_PDT001396330.1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
Enterobacter hormaechei	GCA_020681765.1_PDT001164384.1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
Enterobacter hormaechei	GCA_016633005.1_ASM1663300v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.001995321242
Enterobacter hormaechei	GCF_900076215.1_12045_5_77_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
Enterobacter hormaechei	GCF_023735815.1_ASM2373581v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
Enterobacter hormaechei	GCA_015681355.1_PDT000893441.1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.00280713513782
Enterobacter hormaechei	GCF_014235575.1_ASM1423557v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.00280713513782
Enterobacter hormaechei	GCF_900077915.1_11983_7_26_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
Enterobacter hormaechei	GCF_024213815.1_ASM2421381v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0031363347056
Enterobacter hormaechei	GCF_013697185.1_ASM1369718v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.001783889622
Enterobacter hormaechei	GCA_023712025.1_ASM2371202v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.00271223433782
Enterobacter hormaechei	GCF_900076965.1_12045_4_28_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
Streptococcus suis	GCA_023126595.1_ASM2312659v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004864540788363
Streptococcus suis	GCF_016585585.1_ASM1658558v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004873471847363
Streptococcus suis	GCF_018253755.1_ASM1825375v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004863732468373
Streptococcus suis	GCF_900056175.1_7054_7_37_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004863732468373
Streptococcus suis	GCA_013193765.1_ASM1319376v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.0046726682923329994
Streptococcus suis	GCA_013196575.1_ASM1319657v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004861759723363
Streptococcus suis	GCA_013198895.1_ASM1319889v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004666213136573
Streptococcus suis	GCF_013344325.1_ASM1334432v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.0046888526838629995
Streptococcus suis	GCF_018423965.1_ASM1842396v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004864163512073
Streptococcus suis	GCF_022964955.1_ASM2296495v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004867970982863
Streptococcus suis	GCA_013198815.1_ASM1319881v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.005456505093863
Streptococcus suis	GCA_013200095.1_ASM1320009v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004663141437363
Streptococcus suis	GCA_013268195.1_ASM1326819v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.0046726682923329994
Streptococcus suis	GCF_000946195.1_Velvet_assembly_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004873689306333
Streptococcus suis	GCF_024582915.1_ASM2458291v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.005061946867373
Streptococcus suis	GCA_013189675.1_ASM1318967v1_genomic	GCA_002759595.1_ASM275959v1_genomic	0.004861759723363
Streptococcus suis	GCA_013197925.1_ASM1319792v1_genomic	GCA_013190485.1_ASM1319048v1_genomic	0.0047429076
Streptococcus suis	GCF_024259795.1_ASM2425979v1_genomic	GCA_013190485.1_ASM1319048v1_genomic	0.005764043588
Streptococcus suis	GCA_013195905.1_ASM1319590v1_genomic	GCA_013190485.1_ASM1319048v1_genomic	0.005128061398000001
Streptococcus suis	GCA_013198595.1_ASM1319859v1_genomic	GCA_013190485.1_ASM1319048v1_genomic	0.005010027698
Streptococcus suis	GCF_000441455.1_version1_genomic	GCA_013190485.1_ASM1319048v1_genomic	0.005840021000000001
Streptococcus suis	GCF_024136035.1_ASM2413603v1_genomic	GCA_013190485.1_ASM1319048v1_genomic	0.005329544668
Streptococcus suis	GCF_024259825.1_ASM2425982v1_genomic	GCA_013190485.1_ASM1319048v1_genomic	0.005266391968
Streptococcus suis	GCF_018253735.1_ASM1825373v1_genomic	GCA_013190485.1_ASM1319048v1_genomic	0.005250029588
Streptococcus suis	GCF_024136215.1_ASM2413621v1_genomic	GCF_024136025.1_ASM2413602v1_genomic	0.004387582
Streptococcus suis	GCF_003285225.1_ASM328522v1_genomic	GCF_024136025.1_ASM2413602v1_genomic	0.00540862416
Streptococcus suis	GCA_013192185.1_ASM1319218v1_genomic	GCF_900062835.1_7054_7_3_genomic	0.032584209
Streptococcus suis	GCF_020467805.1_ASM2046780v1_genomic	GCF_002963005.1_ASM296300v1_genomic	0.005670102115
Streptococcus suis	GCF_000947455.1_Velvet_assembly_genomic	GCF_002963005.1_ASM296300v1_genomic	0.004641322515000001
Streptococcus suis	GCA_013192375.1_ASM1319237v1_genomic	GCF_002963005.1_ASM296300v1_genomic	0.005439706000000001
Yersinia pestis	GCF_000255775.1_ASM25577v1_genomic	GCF_000325445.1_ASM32544v1_genomic	1.222704e-5
Yersinia pestis	GCA_003086015.1_ASM308601v1_genomic	GCF_000325445.1_ASM32544v1_genomic	2.1386352000000002e-4
Yersinia pestis	GCF_001294815.1_ASM129481v1_genomic	GCF_000325445.1_ASM32544v1_genomic	2.0731352000000002e-4
Yersinia pestis	GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic	GCF_000325445.1_ASM32544v1_genomic	2.0975752000000001e-4
Yersinia pestis	GCA_000734805.1_ASM73480v1_genomic	GCF_000325445.1_ASM32544v1_genomic	1.222704e-5
Yersinia pestis	GCA_001294905.1_ASM129490v1_genomic	GCF_000325445.1_ASM32544v1_genomic	4.1619052e-4
Yersinia pestis	GCF_009670575.1_ASM967057v1_genomic	GCF_000325445.1_ASM32544v1_genomic	1.222704e-5
Yersinia pestis	GCF_015337285.1_ASM1533728v1_genomic	GCF_000325445.1_ASM32544v1_genomic	2.0558352000000002e-4
Yersinia pestis	GCF_000269445.1_ASM26944v1_genomic	GCF_000325445.1_ASM32544v1_genomic	1.222704e-5
Yersinia pestis	GCA_003085915.1_ASM308591v1_genomic	GCF_000325445.1_ASM32544v1_genomic	1.222704e-5
Yersinia pestis	GCA_001294915.1_ASM129491v1_genomic	GCF_000325445.1_ASM32544v1_genomic	4.0909552000000004e-4
Yersinia pestis	GCF_000705315.1_EDB10_058v1_genomic	GCF_000325445.1_ASM32544v1_genomic	1.222704e-5
Yersinia pestis	GCA_001295115.1_ASM129511v1_genomic	GCF_000325445.1_ASM32544v1_genomic	1.222704e-5
Yersinia pestis	GCF_000255795.1_ASM25579v1_genomic	GCF_000325445.1_ASM32544v1_genomic	1.222704e-5
Yersinia pestis	GCF_000950945.1_ASM95094v1_genomic	GCF_000325445.1_ASM32544v1_genomic	2.0645452000000002e-4
Yersinia pestis	GCF_001972515.1_ASM197251v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_025604145.1_ASM2560414v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_018704485.1_ASM1870448v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_009670345.1_ASM967034v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_009669705.1_ASM966970v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_000222975.1_ASM22297v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_009670115.1_ASM967011v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_009670815.1_ASM967081v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_009670865.1_ASM967086v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_009669955.1_ASM966995v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_009670385.1_ASM967038v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_025604125.1_ASM2560412v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_000834495.1_ASM83449v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_018704705.1_ASM1870470v1_genomic	GCF_000323305.1_ASM32330v1_genomic	0
Yersinia pestis	GCF_000169615.1_ASM16961v1_genomic	GCF_000324445.1_ASM32444v1_genomic	0
Bacteroides fragilis	GCF_024462335.1_ASM2446233v1_genomic	GCA_021410965.1_ASM2141096v1_genomic	0.00129964854
Bacteroides fragilis	GCA_022714305.1_ASM2271430v1_genomic	GCA_021410965.1_ASM2141096v1_genomic	0.0010852822
Bacteroides fragilis	GCF_022832325.1_ASM2283232v1_genomic	GCA_021410965.1_ASM2141096v1_genomic	0.0013068263100000001
Bacteroides fragilis	GCA_008570635.1_ASM857063v1_genomic	GCF_000273135.1_Bact_frag_CL05T12C13_V1_genomic	4.6842921e-4
Bacteroides fragilis	GCF_000599185.2_ASM59918v2_genomic	GCF_000273135.1_Bact_frag_CL05T12C13_V1_genomic	3.4641903e-4
Bacteroides fragilis	GCA_008569495.1_ASM856949v1_genomic	GCF_000273135.1_Bact_frag_CL05T12C13_V1_genomic	4.6842921e-4
Bacteroides fragilis	GCA_008569705.1_ASM856970v1_genomic	GCF_000273135.1_Bact_frag_CL05T12C13_V1_genomic	4.6842921e-4
Bacteroides fragilis	GCA_008569465.1_ASM856946v1_genomic	GCF_000273135.1_Bact_frag_CL05T12C13_V1_genomic	4.6842921e-4
Bacteroides fragilis	GCA_022722255.1_ASM2272225v1_genomic	GCF_000273135.1_Bact_frag_CL05T12C13_V1_genomic	0.0027891821100000003
Bacteroides fragilis	GCF_004167855.1_ASM416785v1_genomic	GCF_000273135.1_Bact_frag_CL05T12C13_V1_genomic	4.6842921e-4
Bacteroides fragilis	GCF_001580105.1_ASM158010v1_genomic	GCF_026965895.1_ASM2696589v1_genomic	0.00142210552
Bacteroides fragilis	GCF_002811025.1_Bfra_1284_v1_genomic	GCF_026965895.1_ASM2696589v1_genomic	0.001206575
Bacteroides fragilis	GCF_023274895.1_ASM2327489v1_genomic	GCF_026965895.1_ASM2696589v1_genomic	8.171335199999999e-4
Bacteroides fragilis	GCF_023275035.1_ASM2327503v1_genomic	GCF_026965895.1_ASM2696589v1_genomic	8.171335199999999e-4
Bacteroides fragilis	GCA_021413125.1_ASM2141312v1_genomic	GCF_015831745.1_ASM1583174v1_genomic	8.6786578e-4
Bacteroides fragilis	GCA_934871965.1_MTG240_bin.46.fa_genomic	GCF_026966455.1_ASM2696645v1_genomic	4.5626672000000004e-4
Bacteroides fragilis	GCA_024759605.1_ASM2475960v1_genomic	GCF_026966455.1_ASM2696645v1_genomic	6.5782009e-4
Bacteroides fragilis	GCF_014042455.1_ASM1404245v1_genomic	GCF_026966455.1_ASM2696645v1_genomic	4.4105985e-4
Bacteroides fragilis	GCA_021411285.1_ASM2141128v1_genomic	GCA_024791115.1_ASM2479111v1_genomic	0.0012338207988700002
Bacteroides fragilis	GCF_001058755.1_ASM105875v1_genomic	GCA_024791115.1_ASM2479111v1_genomic	3.7227067887e-4
Bacteroides fragilis	GCA_008569415.1_ASM856941v1_genomic	GCA_024791115.1_ASM2479111v1_genomic	0.001180275407
Bacteroides fragilis	GCF_001056335.1_ASM105633v1_genomic	GCA_024791115.1_ASM2479111v1_genomic	0.0012170692188700001
Bacteroides fragilis	GCF_001054865.1_ASM105486v1_genomic	GCA_024791115.1_ASM2479111v1_genomic	0.0012170692188700001
Bacteroides fragilis	GCA_024758265.1_ASM2475826v1_genomic	GCA_024791115.1_ASM2479111v1_genomic	4.32946237e-4
Bacteroides fragilis	GCF_026966325.1_ASM2696632v1_genomic	GCA_024791115.1_ASM2479111v1_genomic	0.001180275407
Bacteroides fragilis	GCF_003472025.1_ASM347202v1_genomic	GCA_024791115.1_ASM2479111v1_genomic	0.0012338207988700002
Bacteroides fragilis	GCF_026966015.1_ASM2696601v1_genomic	GCA_024791115.1_ASM2479111v1_genomic	5.8342947887e-4
Bacteroides fragilis	GCA_008571275.1_ASM857127v1_genomic	GCA_024791115.1_ASM2479111v1_genomic	9.335209370000001e-4
Bacteroides fragilis	GCF_023654005.1_ASM2365400v1_genomic	GCA_021412785.1_ASM2141278v1_genomic	0.00185114791
Bacteroides fragilis	GCA_024790975.1_ASM2479097v1_genomic	GCA_022725535.1_ASM2272553v1_genomic	0.0019366391
Proteus mirabilis	GCF_025379495.1_ASM2537949v1_genomic	GCF_003856175.1_ASM385617v1_genomic	0
Proteus mirabilis	GCA_015724105.1_ASM1572410v1_genomic	GCF_003856175.1_ASM385617v1_genomic	0
Proteus mirabilis	GCA_016239265.1_ASM1623926v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	8.0839709e-4
Proteus mirabilis	GCF_015235315.1_ASM1523531v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCF_025379445.1_ASM2537944v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.080057565832e-4
Proteus mirabilis	GCA_025696685.1_PDT001452544.1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.082624995e-4
Proteus mirabilis	GCF_003855635.1_ASM385563v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	0.001012178
Proteus mirabilis	GCA_023203255.1_PDT001296975.1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCF_011604025.1_ASM1160402v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCA_026345275.1_PDT001493907.1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCF_018068845.1_ASM1806884v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCA_026350835.1_PDT001493461.1_genomic	GCA_016065855.1_PDT000589415.1_genomic	8.11205e-4
Proteus mirabilis	GCF_018966545.1_ASM1896654v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCA_016237565.1_ASM1623756v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	8.110249999999999e-4
Proteus mirabilis	GCA_024555005.2_ASM2455500v2_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.063716909999999e-4
Proteus mirabilis	GCF_021228935.1_ASM2122893v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	8.0750469e-4
Proteus mirabilis	GCA_024506615.1_PDT001376734.1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.063716909999999e-4
Proteus mirabilis	GCA_015944535.1_PDT000673145.1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCA_015723685.1_ASM1572368v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.0901e-4
Proteus mirabilis	GCF_025987865.1_ASM2598786v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.08212364e-4
Proteus mirabilis	GCA_015723705.1_ASM1572370v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCA_015722725.1_ASM1572272v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	0.00101646
Proteus mirabilis	GCF_013357505.1_ASM1335750v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCA_015929845.1_PDT000821565.1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCF_023242195.1_ASM2324219v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	0.001016465
Proteus mirabilis	GCA_015944575.1_PDT000673193.1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCF_009821615.1_ASM982161v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	6.07875715526e-4
Proteus mirabilis	GCA_016237435.1_ASM1623743v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	8.113770000000001e-4
Proteus mirabilis	GCF_000770765.1_ASM77076v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	8.0839709e-4
Proteus mirabilis	GCA_015722585.1_ASM1572258v1_genomic	GCA_016065855.1_PDT000589415.1_genomic	0.001015399
Vibrio cholerae	GCA_023163085.1_ASM2316308v1_genomic	GCA_020005565.1_PDT001130576.1_genomic	0.00226873280428
Vibrio cholerae	GCA_024217905.1_PDT001357302.1_genomic	GCA_020005565.1_PDT001130576.1_genomic	0.0023928787
Vibrio cholerae	GCA_021580495.1_PDT001229634.1_genomic	GCA_020005565.1_PDT001130576.1_genomic	0.00187806456428
Vibrio cholerae	GCA_015960365.1_PDT000683397.1_genomic	GCA_020005565.1_PDT001130576.1_genomic	0.0039268509999999994
Vibrio cholerae	GCA_015810095.1_PDT000308844.2_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.0038709287700000004
Vibrio cholerae	GCA_023164765.1_ASM2316476v1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00249945555
Vibrio cholerae	GCA_023162805.1_ASM2316280v1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00265063055
Vibrio cholerae	GCA_023165045.1_ASM2316504v1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00264380045
Vibrio cholerae	GCF_008084325.1_ASM808432v1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.0065307058400000005
Vibrio cholerae	GCF_019093145.1_ASM1909314v1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00884997907
Vibrio cholerae	GCA_025991495.1_PDT000972660.1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00303912797
Vibrio cholerae	GCF_009763665.1_ASM976366v1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00266608747
Vibrio cholerae	GCA_026763495.1_PDT001517997.1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.0034213173499999996
Vibrio cholerae	GCA_023167385.1_ASM2316738v1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00673296807
Vibrio cholerae	GCA_026765175.1_PDT001517938.1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00358923467
Vibrio cholerae	GCA_026763375.1_PDT001518002.1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.0023797368700000003
Vibrio cholerae	GCF_001857405.1_ASM185740v1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00346557485
Vibrio cholerae	GCF_016456645.1_ASM1645664v1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00764434607
Vibrio cholerae	GCA_015775055.1_PDT000659236.1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00360450407
Vibrio cholerae	GCA_023163025.1_ASM2316302v1_genomic	GCA_020795885.1_PDT001170692.1_genomic	0.00300161227
Vibrio cholerae	GCF_006802545.1_ASM680254v1_genomic	GCA_015750625.1_PDT000793523.1_genomic	0.0021848449
Vibrio cholerae	GCF_011750775.1_ASM1175077v1_genomic	GCA_015750625.1_PDT000793523.1_genomic	0.00257690206
Vibrio cholerae	GCA_015810325.1_PDT000308855.2_genomic	GCA_015750625.1_PDT000793523.1_genomic	0.00257690206
Vibrio cholerae	GCA_024223435.1_PDT001357274.1_genomic	GCA_015750625.1_PDT000793523.1_genomic	0.00287841854
Vibrio cholerae	GCA_015750085.1_PDT000793558.1_genomic	GCA_015750625.1_PDT000793523.1_genomic	0.0029255265
Vibrio cholerae	GCA_024243725.1_PDT001358051.1_genomic	GCA_015750625.1_PDT000793523.1_genomic	0.0022495855299999997
Vibrio cholerae	GCA_015761005.1_PDT000787680.1_genomic	GCA_015750625.1_PDT000793523.1_genomic	0.00257690206
Vibrio cholerae	GCA_026768115.1_PDT001517791.1_genomic	GCA_015750625.1_PDT000793523.1_genomic	0.0016729478299999999
Vibrio cholerae	GCA_015788335.1_PDT000509863.1_genomic	GCA_015750625.1_PDT000793523.1_genomic	0.00257690206
Vibrio cholerae	GCA_019147775.1_PDT001082928.1_genomic	GCA_015750625.1_PDT000793523.1_genomic	0.00258120753
Akkermansia muciniphila	GCF_010223575.1_ASM1022357v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.003410770868
Akkermansia muciniphila	GCF_008422985.1_ASM842298v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.003632396668
Akkermansia muciniphila	GCA_014872005.1_ASM1487200v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.005335833668
Akkermansia muciniphila	GCA_022739375.1_ASM2273937v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.005388630267999999
Akkermansia muciniphila	GCA_014871965.1_ASM1487196v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.004388426668
Akkermansia muciniphila	GCF_010231335.1_ASM1023133v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.044896960268000004
Akkermansia muciniphila	GCA_021617195.1_ASM2161719v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.004251735768
Akkermansia muciniphila	GCA_022713305.1_ASM2271330v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.003681137668
Akkermansia muciniphila	GCF_017570525.1_ASM1757052v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.003944561268
Akkermansia muciniphila	GCA_014848715.1_ASM1484871v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.003770317768
Akkermansia muciniphila	GCA_014872105.1_ASM1487210v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.003970977768
Akkermansia muciniphila	GCF_017570425.1_ASM1757042v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.003944561268
Akkermansia muciniphila	GCF_018847615.1_ASM1884761v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.07454639226799996
Akkermansia muciniphila	GCF_008423365.1_ASM842336v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.003632396668
Akkermansia muciniphila	GCF_004015005.1_ASM401500v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.0041554704679999995
Akkermansia muciniphila	GCF_008422685.1_ASM842268v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.003632396668
Akkermansia muciniphila	GCA_022746545.1_ASM2274654v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.044073650268
Akkermansia muciniphila	GCF_004015105.1_ASM401510v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.003446981668
Akkermansia muciniphila	GCF_902387295.1_UHGG_MGYG-HGUT-02453_genomic	GCA_008672205.1_ASM867220v1_genomic	0.04374639126800001
Akkermansia muciniphila	GCF_002885095.1_ASM288509v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.04374639126800001
Akkermansia muciniphila	GCF_018847195.1_ASM1884719v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.044400384268000005
Akkermansia muciniphila	GCF_002884995.1_ASM288499v1_genomic	GCA_008672205.1_ASM867220v1_genomic	0.044805790268
Akkermansia muciniphila	GCA_945860285.1_AE-24oct19-61_genomic	GCA_008672205.1_ASM867220v1_genomic	0.833674423788
Akkermansia muciniphila	GCF_900185025.1_MG2_JASPER.fasta_genomic	GCA_947038805.1_SRR12270113_bin.15_metawrap_v1.3_MAG_genomic	0.0021273263000000002
Akkermansia muciniphila	GCF_002885715.1_ASM288571v1_genomic	GCA_947038805.1_SRR12270113_bin.15_metawrap_v1.3_MAG_genomic	0.0019752323
Akkermansia muciniphila	GCA_022719535.1_ASM2271953v1_genomic	GCA_947038805.1_SRR12270113_bin.15_metawrap_v1.3_MAG_genomic	0.0017309368
Akkermansia muciniphila	GCF_004319565.1_ASM431956v1_genomic	GCA_947038805.1_SRR12270113_bin.15_metawrap_v1.3_MAG_genomic	0.0019771369679999996
Akkermansia muciniphila	GCF_001688765.2_ASM168876v2_genomic	GCA_947038805.1_SRR12270113_bin.15_metawrap_v1.3_MAG_genomic	0.0021273263000000002
Akkermansia muciniphila	GCF_010230515.1_ASM1023051v1_genomic	GCA_947038805.1_SRR12270113_bin.15_metawrap_v1.3_MAG_genomic	0.0015121403
Akkermansia muciniphila	GCA_947429965.1_SRR12506362_bin.21_metawrap_v1.3_MAG_genomic	GCA_947038805.1_SRR12270113_bin.15_metawrap_v1.3_MAG_genomic	0.0020025853
Phocaeicola vulgatus	GCF_022135705.1_NA_genomic	GCF_015556625.1_ASM1555662v1_genomic	2.8607042000000003e-4
Phocaeicola vulgatus	GCF_019131715.1_ASM1913171v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	0.002885736827
Phocaeicola vulgatus	GCF_020827855.1_ASM2082785v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	7.8631899965e-4
Phocaeicola vulgatus	GCF_024461205.1_ASM2446120v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	0.0013854581531219999
Phocaeicola vulgatus	GCF_015552815.1_ASM1555281v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	6.25084173122e-4
Phocaeicola vulgatus	GCA_003468485.1_ASM346848v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	0.00405716726855
Phocaeicola vulgatus	GCA_009018975.1_ASM901897v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	8.13821111122e-4
Phocaeicola vulgatus	GCF_019041815.1_NA_genomic	GCF_019131275.1_ASM1913127v1_genomic	8.95424753122e-4
Phocaeicola vulgatus	GCF_022137525.1_NA_genomic	GCF_019131275.1_ASM1913127v1_genomic	7.85364477e-4
Phocaeicola vulgatus	GCF_020827875.1_ASM2082787v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	0.00246111845965
Phocaeicola vulgatus	GCF_020554725.1_ASM2055472v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	0.002885736827
Phocaeicola vulgatus	GCF_024460985.1_ASM2446098v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	5.91461837e-4
Phocaeicola vulgatus	GCF_020558905.1_ASM2055890v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	0.002885736827
Phocaeicola vulgatus	GCF_024788505.1_ASM2478850v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	0.001197227423122
Phocaeicola vulgatus	GCA_022723455.1_ASM2272345v1_genomic	GCF_019131275.1_ASM1913127v1_genomic	0.00143126115965
