"Level","Source","Spacer_count","T_self","T_virus","T_others","T_self_r","T_virus_r","T_others_r","genome_count"
"Species","s__Paenibacillaceae bacterium AF83-02pH10A",2,0,2,0,0,1,0,7
"Species","s__Paenibacillus sp. UKAQ_18",7,0,4,3,0,0.5714,0.4286,7
"Species","s__Paenibacillus terrae",23,0,12,11,0,0.5217,0.4783,7
"Species","s__Pannonibacter phragmitetus",40,10,18,12,0.25,0.45,0.3,7
"Species","s__Paraclostridium bifermentans",30,18,3,9,0.6,0.1,0.3,7
"Species","s__Pectinatus frisingensis",176,162,3,11,0.9205,0.017,0.0625,7
"Species","s__Pediococcus inopinatus",79,7,40,32,0.0886,0.5063,0.4051,7
"Species","s__Phocaeicola coprophilus",129,38,86,5,0.2946,0.6667,0.0387,7
"Species","s__Photobacterium angustum",97,22,21,54,0.2268,0.2165,0.5567,7
"Species","s__Polaribacter sp.",1,0,1,0,0,1,0,7
"Species","s__Polymorphum sp.",3,0,1,2,0,0.3333,0.6667,7
"Species","s__Porphyromonadaceae bacterium UBA6329",1,0,1,0,0,1,0,7
"Species","s__Propionivibrio sp.",11,6,3,2,0.5455,0.2727,0.1818,7
"Species","s__Pseudoalteromonas aurantia",3,1,0,2,0.3333,0,0.6667,7
"Species","s__Pseudomonadaceae bacterium UBA4539",11,0,8,3,0,0.7273,0.2727,7
"Species","s__Pseudomonas putida",36,0,8,28,0,0.2222,0.7778,7
"Species","s__Pyramidobacter sp.",11,0,6,5,0,0.5455,0.4545,7
"Species","s__Rheinheimera sp.",1,0,1,0,0,1,0,7
"Species","s__Robinsoniella sp. RHS",11,0,5,6,0,0.4545,0.5455,7
"Species","s__Rothia nasisuis",126,113,0,13,0.8968,0,0.1032,7
"Species","s__Rothia sp. HMSC068E02",10,0,1,9,0,0.1,0.9,7
"Species","s__Rubrivivax sp.",65,1,58,6,0.0154,0.8923,0.0923,7
"Species","s__Salinispora sp. H7-4",4,0,2,2,0,0.5,0.5,7
"Species","s__Salinispora tropica",28,1,21,6,0.0357,0.75,0.2143,7
"Species","s__Schaalia turicensis",23,0,15,8,0,0.6522,0.3478,7
"Species","s__Schleiferilactobacillus harbinensis",69,26,31,12,0.3768,0.4493,0.1739,7
"Species","s__Selenomonadaceae bacterium",18,1,5,12,0.0556,0.2778,0.6666,7
"Species","s__Selenomonas bovis",45,3,24,18,0.0667,0.5333,0.4,7
"Species","s__Staphylococcus argenteus",566,0,328,238,0,0.5795,0.4205,7
"Species","s__Staphylococcus intermedius",104,62,10,32,0.5962,0.0962,0.3076,7
"Species","s__Streptomonospora nanhaiensis",16,11,2,3,0.6875,0.125,0.1875,7
"Species","s__Streptomyces cacaoi",17,4,6,7,0.2353,0.3529,0.4118,7
"Species","s__Streptomyces libani",9,9,0,0,1,0,0,7
"Species","s__Streptomyces mobaraensis",20,4,0,16,0.2,0,0.8,7
"Species","s__Streptomyces sp. CBMAI 2042",20,0,4,16,0,0.2,0.8,7
"Species","s__Streptomyces sp. CLI2509",13,1,3,9,0.0769,0.2308,0.6923,7
"Species","s__Streptomyces sp. NBRC 110465",23,0,15,8,0,0.6522,0.3478,7
"Species","s__Streptomyces sp. sk226",10,0,4,6,0,0.4,0.6,7
"Species","s__Streptomyces vietnamensis",2,0,1,1,0,0.5,0.5,7
"Species","s__Streptomyces violaceusniger",6,0,2,4,0,0.3333,0.6667,7
"Species","s__Stutzerimonas balearica",398,8,359,31,0.0201,0.902,0.0779,7
"Species","s__Stutzerimonas kunmingensis",12,0,10,2,0,0.8333,0.1667,7
"Species","s__Succinatimonas hippei",16,4,4,8,0.25,0.25,0.5,7
"Species","s__Syntrophobacteraceae bacterium",93,18,54,21,0.1935,0.5806,0.2259,7
"Species","s__Syntrophobacterales bacterium",3,0,1,2,0,0.3333,0.6667,7
"Species","s__Syntrophorhabdus sp.",3,0,3,0,0,1,0,7
"Species","s__Taylorella equigenitalis",28,24,4,0,0.8571,0.1429,0,7
"Species","s__Thermomicrobiales bacterium",2,0,1,1,0,0.5,0.5,7
"Species","s__Thermotoga sp.",27,0,17,10,0,0.6296,0.3704,7
"Species","s__Thiobacillaceae bacterium",9,2,2,5,0.2222,0.2222,0.5556,7
"Species","s__Thiobacillus sp.",76,6,47,23,0.0789,0.6184,0.3027,7
"Species","s__Thiomicrorhabdus sp.",54,37,1,16,0.6852,0.0185,0.2963,7
"Species","s__Tidjanibacter sp.",77,10,52,15,0.1299,0.6753,0.1948,7
"Species","s__Tistrella mobilis",11,0,10,1,0,0.9091,0.0909,7
"Species","s__Vandammella animalimorsus",50,22,21,7,0.44,0.42,0.14,7
"Species","s__Vibrio aestuarianus",77,13,37,27,0.1688,0.4805,0.3507,7
"Species","s__Weizmannia acidilactici",68,8,52,8,0.1176,0.7647,0.1177,7
"Species","s__Xanthomonadaceae bacterium NML75-0749",4,2,0,2,0.5,0,0.5,7
"Species","s__Xanthomonas phaseoli",15,2,0,13,0.1333,0,0.8667,7
"Species","s__Xenorhabdus poinarii",10,4,1,5,0.4,0.1,0.5,7
"Species","s__Zoogloea sp.",23,2,11,10,0.087,0.4783,0.4347,7
"Species","s__[Eubacterium] saphenum",53,6,32,15,0.1132,0.6038,0.283,7
"Species","s__uncultured Actinomycetaceae bacterium",35,0,29,6,0,0.8286,0.1714,7
"Species","s__uncultured Aquabacterium sp.",11,2,9,0,0.1818,0.8182,0,7
"Species","s__uncultured Armatimonadetes bacterium",47,45,0,2,0.9574,0,0.0426,7
"Species","s__uncultured Bilophila sp.",93,0,59,34,0,0.6344,0.3656,7
"Species","s__uncultured Faecalibaculum sp.",74,9,31,34,0.1216,0.4189,0.4595,7
"Species","s__uncultured Granulicatella sp.",20,0,13,7,0,0.65,0.35,7
"Species","s__uncultured Limosilactobacillus sp.",25,0,11,14,0,0.44,0.56,7
"Species","s__uncultured Nodularia sp.",101,96,5,0,0.9505,0.0495,0,7
"Species","s__uncultured Paracoccus sp.",6,1,4,1,0.1667,0.6667,0.1666,7
"Species","s__uncultured Peptococcaceae bacterium",33,4,13,16,0.1212,0.3939,0.4849,7
"Species","s__uncultured Pseudomonas sp.",5,0,4,1,0,0.8,0.2,7
"Species","s__uncultured Senegalimassilia sp.",45,2,35,8,0.0444,0.7778,0.1778,7
"Species","s__uncultured Staphylococcus sp.",16,1,6,9,0.0625,0.375,0.5625,7
"Species","s__uncultured Sterolibacterium sp.",16,10,0,6,0.625,0,0.375,7
"Species","s__uncultured Succiniclasticum sp.",58,13,35,10,0.2241,0.6034,0.1725,7
"Species","s__uncultured Terrisporobacter sp.",19,0,10,9,0,0.5263,0.4737,7
"Species","s__uncultured Thomasclavelia sp.",68,1,43,24,0.0147,0.6324,0.3529,7
"Species","s__uncultured Verrucomicrobiales bacterium",29,21,3,5,0.7241,0.1034,0.1725,7
"Species","s__Acetobacter sp.",4,0,0,4,0,0,1,6
"Species","s__Acinetobacter modestus",14,0,8,6,0,0.5714,0.4286,6
"Species","s__Acinetobacter sp. 243_ASPC",15,0,4,11,0,0.2667,0.7333,6
"Species","s__Actinobacillus porcitonsillarum",16,2,8,6,0.125,0.5,0.375,6
"Species","s__Actinomyces culturomici",33,1,11,21,0.0303,0.3333,0.6364,6
"Species","s__Actinomyces johnsonii",29,2,22,5,0.069,0.7586,0.1724,6
"Species","s__Actinomyces sp. HMSC062G12",3,0,3,0,0,1,0,6
"Species","s__Actinomyces sp. oral taxon 849",8,0,1,7,0,0.125,0.875,6
"Species","s__Aggregatibacter segnis",130,7,108,15,0.0538,0.8308,0.1154,6
"Species","s__Alcanivorax sp. 6-D-6",3,0,3,0,0,1,0,6
"Species","s__Algoriphagus sp.",21,4,9,8,0.1905,0.4286,0.3809,6
"Species","s__Allomeiothermus silvanus",9,1,5,3,0.1111,0.5556,0.3333,6
"Species","s__Alloscardovia omnicolens",29,18,11,0,0.6207,0.3793,0,6
"Species","s__Anaerolinea sp.",39,35,3,1,0.8974,0.0769,0.0257,6
"Species","s__Anaerosalibacter massiliensis",52,7,41,4,0.1346,0.7885,0.0769,6
"Species","s__Aneurinibacillus aneurinilyticus",31,14,14,3,0.4516,0.4516,0.0968,6
"Species","s__Anoxybacillus amylolyticus",7,0,4,3,0,0.5714,0.4286,6
"Species","s__Arthrospira sp. TJSD091",7,0,0,7,0,0,1,6
"Species","s__Atopobium sp. UBA7788",1,0,0,1,0,0,1,6
"Species","s__Bacteroides nordii",36,18,16,2,0.5,0.4444,0.0556,6
"Species","s__Bacteroides stercorirosoris",23,4,18,1,0.1739,0.7826,0.0435,6
"Species","s__Bartonella sp. W8122",11,0,5,6,0,0.4545,0.5455,6
"Species","s__Bifidobacteriaceae bacterium MCC01989",41,0,33,8,0,0.8049,0.1951,6
"Species","s__Bifidobacterium boum",61,11,13,37,0.1803,0.2131,0.6066,6
"Species","s__Bifidobacterium merycicum",148,0,84,64,0,0.5676,0.4324,6
"Species","s__Bombella sp.",18,1,2,15,0.0556,0.1111,0.8333,6
"Species","s__Brevibacillus laterosporus",15,10,5,0,0.6667,0.3333,0,6
"Species","s__Burkholderia multivorans",5,0,1,4,0,0.2,0.8,6
"Species","s__Butyricicoccus sp. AF22-28AC",18,2,13,3,0.1111,0.7222,0.1667,6
"Species","s__Caecibacter sp. AFF13-5A",7,0,2,5,0,0.2857,0.7143,6
"Species","s__Caldanaerobius polysaccharolyticus",1,0,1,0,0,1,0,6
"Species","s__Caldicellulosiruptor saccharolyticus",28,0,25,3,0,0.8929,0.1071,6
"Species","s__Campylobacter sp. RM12637",1,0,0,1,0,0,1,6
"Species","s__Campylobacter sp. RM13119",23,0,1,22,0,0.0435,0.9565,6
"Species","s__Candidatus Brocadia fulgida",2,2,0,0,1,0,0,6
"Species","s__Candidatus Jacksonbacteria bacterium",1,0,0,1,0,0,1,6
"Species","s__Candidatus Limivivens intestinipullorum",1,0,0,1,0,0,1,6
"Species","s__Candidatus Mediterraneibacter tabaqchaliae",12,1,6,5,0.0833,0.5,0.4167,6
"Species","s__Candidatus Microthrix sp.",14,9,2,3,0.6429,0.1429,0.2142,6
"Species","s__Candidatus Sulfobium sp.",22,18,0,4,0.8182,0,0.1818,6
"Species","s__Carnobacterium maltaromaticum",11,3,8,0,0.2727,0.7273,0,6
"Species","s__Catenibacterium sp.",76,0,70,6,0,0.9211,0.0789,6
"Species","s__Chromatiaceae bacterium",14,3,5,6,0.2143,0.3571,0.4286,6
"Species","s__Chromobacterium phragmitis",47,6,24,17,0.1277,0.5106,0.3617,6
"Species","s__Chryseobacterium sp. E1",3,0,2,1,0,0.6667,0.3333,6
"Species","s__Citrobacter farmeri",28,9,9,10,0.3214,0.3214,0.3572,6
"Species","s__Clostridiaceae bacterium UBA4839",7,0,0,7,0,0,1,6
"Species","s__Clostridiales bacterium KLE1615",89,24,40,25,0.2697,0.4494,0.2809,6
"Species","s__Clostridium sp. 7_3_54FAA",34,0,24,10,0,0.7059,0.2941,6
"Species","s__Clostridium sp. ATCC BAA-442",7,0,7,0,0,1,0,6
"Species","s__Clostridium sp. HV4-5-A1G",79,42,29,8,0.5316,0.3671,0.1013,6
"Species","s__Clostridium sp. MSTE9",12,1,7,4,0.0833,0.5833,0.3334,6
"Species","s__Corynebacterium glutamicum",31,15,10,6,0.4839,0.3226,0.1935,6
"Species","s__Corynebacterium sp. HMSC074C01",21,1,9,11,0.0476,0.4286,0.5238,6
"Species","s__Cyanobacteria bacterium UBA11159",2,0,0,2,0,0,1,6
"Species","s__Cyanobacteria bacterium UBA11691",1,0,0,1,0,0,1,6
"Species","s__Desulfitobacterium chlororespirans",2,0,2,0,0,1,0,6
"Species","s__Diplocloster agilis",11,8,0,3,0.7273,0,0.2727,6
"Species","s__Eikenella corrodens",37,4,31,2,0.1081,0.8378,0.0541,6
"Species","s__Endozoicomonas acroporae",14,8,0,6,0.5714,0,0.4286,6
"Species","s__Enterobacter cloacae complex sp. P43RS",10,0,3,7,0,0.3,0.7,6
"Species","s__Enterobacter sp. LU1",10,0,3,7,0,0.3,0.7,6
"Species","s__Enterococcus plantarum",20,17,1,2,0.85,0.05,0.1,6
"Species","s__Enterococcus termitis",29,27,1,1,0.931,0.0345,0.0345,6
"Species","s__Enterococcus ureilyticus",12,8,1,3,0.6667,0.0833,0.25,6
"Species","s__Erwinia aphidicola",9,1,6,2,0.1111,0.6667,0.2222,6
"Species","s__Escherichia sp. 12.2612",7,0,3,4,0,0.4286,0.5714,6
"Species","s__Eubacterium sp. 1001713B170207_170306_E7",7,4,1,2,0.5714,0.1429,0.2857,6
"Species","s__Eubacterium sp. BIOML-A1",71,0,27,44,0,0.3803,0.6197,6
"Species","s__Fimbriimonadaceae bacterium",11,4,2,5,0.3636,0.1818,0.4546,6
"Species","s__Flammeovirgaceae bacterium",2,0,1,1,0,0.5,0.5,6
"Species","s__Frankia sp. Cj3",18,8,0,10,0.4444,0,0.5556,6
"Species","s__Fusobacterium sp. HMSC064B12",2,0,0,2,0,0,1,6
"Species","s__Geobacillus sp. 12AMOR1",7,0,5,2,0,0.7143,0.2857,6
"Species","s__Geobacillus sp. BCO2",36,0,18,18,0,0.5,0.5,6
"Species","s__Gibbsiella quercinecans",12,8,0,4,0.6667,0,0.3333,6
"Species","s__Gluconobacter thailandicus",31,6,12,13,0.1935,0.3871,0.4194,6
"Species","s__Haemophilus sputorum",49,14,24,11,0.2857,0.4898,0.2245,6
"Species","s__Halomonas alkaliphila",42,3,10,29,0.0714,0.2381,0.6905,6
"Species","s__Halomonas boliviensis",16,0,10,6,0,0.625,0.375,6
"Species","s__Halomonas pacifica",5,2,2,1,0.4,0.4,0.2,6
"Species","s__Holdemania sp. 1001095H_141210_F2",7,0,3,4,0,0.4286,0.5714,6
"Species","s__Hominibacterium faecale",47,5,0,42,0.1064,0,0.8936,6
"Species","s__Kerstersia gyiorum",63,12,11,40,0.1905,0.1746,0.6349,6
"Species","s__Kingella denitrificans",37,1,20,16,0.027,0.5405,0.4325,6
"Species","s__Kocuria indica",7,0,3,4,0,0.4286,0.5714,6
"Species","s__Kocuria marina",29,2,12,15,0.069,0.4138,0.5172,6
"Species","s__Kofleriaceae bacterium",15,3,4,8,0.2,0.2667,0.5333,6
"Species","s__Lachnospiraceae bacterium OF15-11BHA",13,0,8,5,0,0.6154,0.3846,6
"Species","s__Lachnospiraceae bacterium OF40-10pH9A",10,0,5,5,0,0.5,0.5,6
"Species","s__Lactobacillus sp. HMSC073B09",13,0,2,11,0,0.1538,0.8462,6
"Species","s__Lactococcus garvieae",24,0,18,6,0,0.75,0.25,6
"Species","s__Leuconostoc falkenbergense",13,2,5,6,0.1538,0.3846,0.4616,6
"Species","s__Mannheimia varigena",26,2,19,5,0.0769,0.7308,0.1923,6
"Species","s__Marinomonas sp. BSi20584",4,0,3,1,0,0.75,0.25,6
"Species","s__Megamonas sp. Calf98-2",23,0,20,3,0,0.8696,0.1304,6
"Species","s__Meiothermus taiwanensis",52,23,18,11,0.4423,0.3462,0.2115,6
"Species","s__Melioribacteraceae bacterium",22,16,1,5,0.7273,0.0455,0.2272,6
"Species","s__Mesoaciditogaceae bacterium",22,12,0,10,0.5455,0,0.4545,6
"Species","s__Micrococcales bacterium",5,5,0,0,1,0,0,6
"Species","s__Micrococcus sp. Alg238-R198",3,0,2,1,0,0.6667,0.3333,6
"Species","s__Micromonospora andamanensis",3,2,1,0,0.6667,0.3333,0,6
"Species","s__Mogibacterium sp.",20,1,15,4,0.05,0.75,0.2,6
"Species","s__Neisseria sp. HMSC065D04",90,2,50,38,0.0222,0.5556,0.4222,6
"Species","s__Neisseria sp. HMSC071B12",3,0,3,0,0,1,0,6
"Species","s__Oceanithermus sp.",7,2,0,5,0.2857,0,0.7143,6
"Species","s__Oscillatoria nigro-viridis",5,1,2,2,0.2,0.4,0.4,6
"Species","s__Ottowia sp.",83,1,56,26,0.012,0.6747,0.3133,6
"Species","s__Paenibacillus elgii",20,6,6,8,0.3,0.3,0.4,6
"Species","s__Paenibacillus lactis",36,24,7,5,0.6667,0.1944,0.1389,6
"Species","s__Parabacteroides sp.",76,0,50,26,0,0.6579,0.3421,6
"Species","s__Paracoccus yeei",92,4,8,80,0.0435,0.087,0.8695,6
"Species","s__Pediococcus parvulus",224,75,121,28,0.3348,0.5402,0.125,6
"Species","s__Phascolarctobacterium sp.",67,9,49,9,0.1343,0.7313,0.1344,6
"Species","s__Phocaeicola coprocola",212,70,122,20,0.3302,0.5755,0.0943,6
"Species","s__Photorhabdus namnaonensis",9,0,6,3,0,0.6667,0.3333,6
"Species","s__Porphyromonadaceae bacterium UBA6859",14,0,9,5,0,0.6429,0.3571,6
"Species","s__Prevotella ihumii",48,33,10,5,0.6875,0.2083,0.1042,6
"Species","s__Prosthecochloris sp.",17,15,1,1,0.8824,0.0588,0.0588,6
"Species","s__Pseudanabaena sp. M165S2SP1A06QC",7,0,4,3,0,0.5714,0.4286,6
"Species","s__Pseudoalteromonas sp. CO348",19,0,12,7,0,0.6316,0.3684,6
"Species","s__Pseudomonas nitroreducens",2,0,1,1,0,0.5,0.5,6
"Species","s__Pseudomonas protegens",13,2,9,2,0.1538,0.6923,0.1539,6
"Species","s__Pseudomonas psychrotolerans",12,3,6,3,0.25,0.5,0.25,6
"Species","s__Psychrobacter namhaensis",48,8,36,4,0.1667,0.75,0.0833,6
"Species","s__Psychrobacter sp. BI730",12,9,3,0,0.75,0.25,0,6
"Species","s__Rhodanobacter sp.",19,1,12,6,0.0526,0.6316,0.3158,6
"Species","s__Rhodospirillum rubrum",66,66,0,0,1,0,0,6
"Species","s__Rhodothermus sp.",19,19,0,0,1,0,0,6
"Species","s__Robiginitomaculum sp.",22,9,1,12,0.4091,0.0455,0.5454,6
"Species","s__Romboutsia ilealis",19,8,9,2,0.4211,0.4737,0.1052,6
"Species","s__Rothia sp. HMSC066G07",4,0,1,3,0,0.25,0.75,6
"Species","s__Rubrivivax gelatinosus",28,12,16,0,0.4286,0.5714,0,6
"Species","s__Ruminococcaceae bacterium UBA5244",9,0,0,9,0,0,1,6
"Species","s__Ruminococcus albus",160,104,51,5,0.65,0.3188,0.0312,6
"Species","s__Saccharopolyspora erythraea",27,27,0,0,1,0,0,6
"Species","s__Sarcina sp. JB2",11,0,3,8,0,0.2727,0.7273,6
"Species","s__Schaalia cardiffensis",21,7,6,8,0.3333,0.2857,0.381,6
"Species","s__Serratia nematodiphila",16,0,11,5,0,0.6875,0.3125,6
"Species","s__Shewanella oneidensis",51,0,36,15,0,0.7059,0.2941,6
"Species","s__Shewanella sp. MM_2022_3",11,0,7,4,0,0.6364,0.3636,6
"Species","s__Sphingobacteriia bacterium",20,1,13,6,0.05,0.65,0.3,6
"Species","s__Sporolactobacillus terrae",14,4,9,1,0.2857,0.6429,0.0714,6
"Species","s__Staphylococcus pettenkoferi",27,15,2,10,0.5556,0.0741,0.3703,6
"Species","s__Steroidobacteraceae bacterium",5,3,0,2,0.6,0,0.4,6
"Species","s__Streptococcus sinensis",20,1,8,11,0.05,0.4,0.55,6
"Species","s__Streptococcus sp. S784/96/1",21,9,9,3,0.4286,0.4286,0.1428,6
"Species","s__Streptomyces antimycoticus",7,0,0,7,0,0,1,6
"Species","s__Streptomyces bohaiensis",6,1,0,5,0.1667,0,0.8333,6
"Species","s__Streptomyces buecherae",75,49,8,18,0.6533,0.1067,0.24,6
"Species","s__Streptomyces filamentosus",5,2,0,3,0.4,0,0.6,6
"Species","s__Streptomyces griseolus",15,0,2,13,0,0.1333,0.8667,6
"Species","s__Streptomyces lavendulae",74,55,4,15,0.7432,0.0541,0.2027,6
"Species","s__Streptomyces noursei",22,6,6,10,0.2727,0.2727,0.4546,6
"Species","s__Streptomyces pacificus",13,6,1,6,0.4615,0.0769,0.4616,6
"Species","s__Streptomyces rimosus",21,3,8,10,0.1429,0.381,0.4761,6
"Species","s__Streptomyces sp. 2321.6",5,0,1,4,0,0.2,0.8,6
"Species","s__Streptomyces sp. 604F",12,0,8,4,0,0.6667,0.3333,6
"Species","s__Streptomyces sp. ADI98-12",8,0,1,7,0,0.125,0.875,6
"Species","s__Streptomyces sp. MBT58",9,1,2,6,0.1111,0.2222,0.6667,6
"Species","s__Streptomyces sp. MT29",2,0,1,1,0,0.5,0.5,6
"Species","s__Streptomyces sp. NBC_00378",5,0,0,5,0,0,1,6
"Species","s__Streptomyces stelliscabiei",1,0,0,1,0,0,1,6
"Species","s__Streptomyces tsukubensis",56,9,3,44,0.1607,0.0536,0.7857,6
"Species","s__Streptomyces werraensis",3,0,2,1,0,0.6667,0.3333,6
"Species","s__Telmatospirillum sp.",16,6,3,7,0.375,0.1875,0.4375,6
"Species","s__Tepidimonas taiwanensis",8,2,6,0,0.25,0.75,0,6
"Species","s__Thauera sp.",68,0,54,14,0,0.7941,0.2059,6
"Species","s__Thermoanaerobacterium butyriciformans",14,0,9,5,0,0.6429,0.3571,6
"Species","s__Thermoanaerobacterium sp. PSU-2",5,0,2,3,0,0.4,0.6,6
"Species","s__Thermobifida fusca",173,25,142,6,0.1445,0.8208,0.0347,6
"Species","s__Thermogemmatispora sp.",14,14,0,0,1,0,0,6
"Species","s__Thermus amyloliquefaciens",4,0,1,3,0,0.25,0.75,6
"Species","s__Thiohalobacter sp.",9,0,1,8,0,0.1111,0.8889,6
"Species","s__Tissierellaceae bacterium",50,1,38,11,0.02,0.76,0.22,6
"Species","s__Vagococcus fluvialis",37,3,9,25,0.0811,0.2432,0.6757,6
"Species","s__Vibrio gazogenes",33,11,16,6,0.3333,0.4848,0.1819,6
"Species","s__Vibrio sp. F13",8,4,0,4,0.5,0,0.5,6
"Species","s__Weissella confusa",65,39,15,11,0.6,0.2308,0.1692,6
"Species","s__Xanthomonas melonis",133,14,93,26,0.1053,0.6992,0.1955,6
"Species","s__Yersinia pekkanenii",45,0,30,15,0,0.6667,0.3333,6
"Species","s__Yersinia similis",102,1,76,25,0.0098,0.7451,0.2451,6
"Species","s__[Arcobacter] porcinus",1,0,0,1,0,0,1,6
"Species","s__uncultured Comamonadaceae bacterium",1,0,1,0,0,1,0,6
"Species","s__uncultured Enhydrobacter sp.",36,0,23,13,0,0.6389,0.3611,6
"Species","s__uncultured Enterobacteriaceae bacterium",46,0,28,18,0,0.6087,0.3913,6
"Species","s__uncultured Fretibacterium sp.",5,4,0,1,0.8,0,0.2,6
"Species","s__uncultured Fusicatenibacter sp.",62,4,51,7,0.0645,0.8226,0.1129,6
"Species","s__uncultured Lachnoanaerobaculum sp.",98,1,85,12,0.0102,0.8673,0.1225,6
"Species","s__uncultured Lentilactobacillus sp.",1,0,1,0,0,1,0,6
"Species","s__uncultured Nitrosomonadales bacterium",13,13,0,0,1,0,0,6
"Species","s__uncultured Planctomycetaceae bacterium",33,19,12,2,0.5758,0.3636,0.0606,6
"Species","s__uncultured Planctomycetales bacterium",61,24,3,34,0.3934,0.0492,0.5574,6
"Species","s__uncultured Rikenellaceae bacterium",63,6,27,30,0.0952,0.4286,0.4762,6
"Species","s__uncultured Selenomonadales bacterium",73,5,41,27,0.0685,0.5616,0.3699,6
"Species","s__uncultured Slackia sp.",24,5,18,1,0.2083,0.75,0.0417,6
"Species","s__uncultured Spirochaetota bacterium",22,10,1,11,0.4545,0.0455,0.5,6
"Species","s__Acetobacter aceti",60,10,3,47,0.1667,0.05,0.7833,5
"Species","s__Acetobacter orientalis",14,7,4,3,0.5,0.2857,0.2143,5
"Species","s__Acetobacter tropicalis",24,4,12,8,0.1667,0.5,0.3333,5
"Species","s__Acidiferrobacter thiooxydans",29,1,3,25,0.0345,0.1034,0.8621,5
"Species","s__Acinetobacter chengduensis",2,0,1,1,0,0.5,0.5,5
"Species","s__Acinetobacter gyllenbergii",36,2,20,14,0.0556,0.5556,0.3888,5
"Species","s__Acinetobacter oleivorans",11,0,9,2,0,0.8182,0.1818,5
"Species","s__Acinetobacter sp. Marseille-Q1623",5,0,0,5,0,0,1,5
"Species","s__Acinetobacter sp. WC-743",24,0,11,13,0,0.4583,0.5417,5
"Species","s__Acinetobacter sp. YH12211",2,0,0,2,0,0,1,5
"Species","s__Actinoalloteichus caeruleus",44,36,0,8,0.8182,0,0.1818,5
"Species","s__Actinomyces sp. zg296",4,3,1,0,0.75,0.25,0,5
"Species","s__Actinomyces urogenitalis",67,30,36,1,0.4478,0.5373,0.0149,5
"Species","s__Aeromonas sp. FDAARGOS 1405",1,0,0,1,0,0,1,5
"Species","s__Alcanivorax sp. UBA3194",26,0,15,11,0,0.5769,0.4231,5
"Species","s__Aliarcobacter skirrowii",34,4,9,21,0.1176,0.2647,0.6177,5
"Species","s__Alicyclobacillus acidoterrestris",12,3,2,7,0.25,0.1667,0.5833,5
"Species","s__Alicyclobacillus macrosporangiidus",5,1,4,0,0.2,0.8,0,5
"Species","s__Amycolatopsis mediterranei",55,55,0,0,1,0,0,5
"Species","s__Anabaena sp. CCAP 1446/1C",10,10,0,0,1,0,0,5
"Species","s__Anaerovibrio sp.",8,4,4,0,0.5,0.5,0,5
"Species","s__Angelakisella sp.",17,2,4,11,0.1176,0.2353,0.6471,5
"Species","s__Anoxybacillus kamchatkensis",9,0,8,1,0,0.8889,0.1111,5
"Species","s__Arthrospira sp. O9.13F",4,0,0,4,0,0,1,5
"Species","s__Aulosira sp. FACHB-615",2,0,0,2,0,0,1,5
"Species","s__Bacillus badius",20,4,16,0,0.2,0.8,0,5
"Species","s__Bacteroidales bacterium UBA4173",1,0,1,0,0,1,0,5
"Species","s__Bacteroides sp. HMSC067B03",2,0,2,0,0,1,0,5
"Species","s__Bacteroides sp. HMSC073E02",2,0,2,0,0,1,0,5
"Species","s__Bartonella apihabitans",58,1,8,49,0.0172,0.1379,0.8449,5
"Species","s__Bifidobacteriaceae bacterium WP022",3,0,3,0,0,1,0,5
"Species","s__Bittarella massiliensis",19,7,2,10,0.3684,0.1053,0.5263,5
"Species","s__Blautia sp. AF19-34",51,5,42,4,0.098,0.8235,0.0785,5
"Species","s__Blautia sp. DFI.4.84",8,0,7,1,0,0.875,0.125,5
"Species","s__Blautia sp. MCC289",11,0,8,3,0,0.7273,0.2727,5
"Species","s__Brevibacillus composti",3,0,1,2,0,0.3333,0.6667,5
"Species","s__Brevibacterium casei",51,10,24,17,0.1961,0.4706,0.3333,5
"Species","s__Butyricicoccus pullicaecorum",47,14,19,14,0.2979,0.4043,0.2978,5
"Species","s__Caldibacillus debilis",85,3,77,5,0.0353,0.9059,0.0588,5
"Species","s__Caldisericaceae bacterium",60,11,7,42,0.1833,0.1167,0.7,5
"Species","s__Calditrichota bacterium",31,23,1,7,0.7419,0.0323,0.2258,5
"Species","s__Caloramator sp.",11,4,5,2,0.3636,0.4545,0.1819,5
"Species","s__Campylobacter sp. AAUH-44UCsig-a",9,0,5,4,0,0.5556,0.4444,5
"Species","s__Candidatus Acididesulfobacter guangdongensis",5,5,0,0,1,0,0,5
"Species","s__Candidatus Aminicenantes bacterium AC-335-K20",2,0,1,1,0,0.5,0.5,5
"Species","s__Candidatus Dormibacteraeota bacterium",4,2,0,2,0.5,0,0.5,5
"Species","s__Candidatus Enterocloster faecavium",1,0,1,0,0,1,0,5
"Species","s__Candidatus Falkowbacteria bacterium",18,0,16,2,0,0.8889,0.1111,5
"Species","s__Candidatus Hydrogenedentes bacterium ADurb.Bin101",3,0,3,0,0,1,0,5
"Species","s__Candidatus Mediterraneibacter excrementigallinarum",8,4,2,2,0.5,0.25,0.25,5
"Species","s__Candidatus Riflebacteria bacterium",47,38,7,2,0.8085,0.1489,0.0426,5
"Species","s__Candidatus Rokubacteria bacterium",1,1,0,0,1,0,0,5
"Species","s__Candidatus Scybalomonas excrementigallinarum",27,1,9,17,0.037,0.3333,0.6297,5
"Species","s__Candidatus Streptomyces massiliensis",5,3,2,0,0.6,0.4,0,5
