"group","arc_genome","bac_genome","dis","arc_subtype","bac_subtype"
"Cas1","GCF_003722075.1_MethanohalophilusRSK_genomic.fna","GCF_009906835.1_ASM990683v1_genomic.fna",0.583237815,"TypeIE","TypeIE"
"Cas1","GCF_000217995.1_ASM21799v1_genomic.fna","GCF_009906835.1_ASM990683v1_genomic.fna",0.718615974,"TypeIE","TypeIE"
"Cas1","GCF_023195915.1_ASM2319591v1_genomic.fna","GCF_023169965.1_ASM2316996v1_genomic.fna",0.380306062,"TypeIE","TypeIE"
"Cas1","GCF_013377755.1_ASM1337775v1_genomic.fna","GCF_023169965.1_ASM2316996v1_genomic.fna",0.513216449,"TypeIE","TypeIE"
"Cas1","GCA_002503825.1_ASM250382v1_genomic.fna","GCF_023169965.1_ASM2316996v1_genomic.fna",0.548205317,"TypeIE","TypeIE"
"Cas1","GCA_002499165.1_ASM249916v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.155057031,"TypeID","TypeIC"
"Cas1","GCF_000014945.1_ASM1494v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.149517837,"TypeID","TypeIC"
"Cas1","GCF_002906575.1_ASM290657v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.2326606,"TypeID","TypeIC"
"Cas1","GCF_026242195.1_ASM2624219v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.012462831,"TypeID","TypeIC"
"Cas1","GCF_000026045.1_ASM2604v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.178743177,"TypeID","TypeIC"
"Cas1","GCF_024494685.1_ASM2449468v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.243704571,"TypeID","TypeIC"
"Cas1","GCF_017094485.1_ASM1709448v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.260020032,"TypeID","TypeIC"
"Cas1","GCF_023077655.1_ASM2307765v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.19314736,"TypeID","TypeIC"
"Cas1","GCA_000224475.1_ASM22447v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.187795612,"TypeID","TypeIC"
"Cas1","GCF_017094525.1_ASM1709452v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.146771793,"TypeID","TypeIC"
"Cas1","GCF_002952775.1_ASM295277v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.155779991,"TypeID","TypeIC"
"Cas1","GCF_004944975.1_ASM494497v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.148611995,"TypeID","TypeIC"
"Cas1","GCA_025517485.1_ASM2551748v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.171302919,"TypeID","TypeIC"
"Cas1","GCF_003841485.1_ASM384148v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.186518892,"TypeID","TypeIC"
"Cas1","GCF_024300625.1_ASM2430062v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.219121915,"TypeID","TypeIC"
"Cas1","GCF_000455345.1_Halgo_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.147063478,"TypeID","TypeIC"
"Cas1","GCF_024296665.1_ASM2429666v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.190861628,"TypeID","TypeIC"
"Cas1","GCF_003430825.1_ASM343082v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.195518875,"TypeID","TypeIC"
"Cas1","GCF_023008545.1_ASM2300854v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.173978422,"TypeID","TypeIC"
"Cas1","GCF_008831545.1_ASM883154v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.085853613,"TypeID","TypeIC"
"Cas1","GCF_000827835.1_ASM82783v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.157044636,"TypeID","TypeIC"
"Cas1","GCF_001485555.1_ASM148555v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.157044636,"TypeID","TypeIC"
"Cas1","GCF_026616195.1_ASM2661619v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.197003692,"TypeID","TypeIC"
"Cas1","GCF_902410085.1_KTX-Assembly-1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.243781444,"TypeID","TypeIC"
"Cas1","GCF_017874695.1_ASM1787469v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.018180646,"TypeID","TypeIC"
"Cas1","GCA_009789175.1_ASM978917v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.048936287,"TypeID","TypeIC"
"Cas1","GCF_000337555.1_ASM33755v1_genomic.fna","GCF_003989665.1_ASM398966v1_genomic.fna",1.046949552,"TypeID","TypeIC"
"Cas1","GCF_000275865.1_ASM27586v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",0.674723856,"TypeIC","TypeIC"
"Cas1","GCF_000970005.1_ASM97000v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",0.735361986,"TypeIC","TypeIC"
"Cas1","GCA_018687785.1_ASM1868778v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",0.731543262,"TypeIC","TypeIC"
"Cas1","GCF_001571405.1_ASM157140v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",0.775076377,"TypeIC","TypeIC"
"Cas1","GCA_002067035.1_ASM206703v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",0.836436353,"TypeIC","TypeIC"
"Cas1","GCA_002839675.1_ASM283967v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",0.802492505,"TypeIC","TypeIC"
"Cas1","GCF_000308215.1_ASM30821v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",0.810937043,"TypeIC","TypeIC"
"Cas1","GCA_020696975.1_ASM2069697v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",0.896520063,"TypeIC","TypeIC"
"Cas1","GCF_000015765.1_ASM1576v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",0.91558948,"TypeIC","TypeIC"
"Cas1","GCF_026891935.1_ASM2689193v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",1.006651094,"TypeIC","TypeIC"
"Cas1","GCF_026891975.1_ASM2689197v1_genomic.fna","GCF_009789195.1_ASM978919v1_genomic.fna",0.982054643,"TypeIC","TypeIC"
"Cas1","GCA_944319735.1_BRZ_CQ_bin1_genomic.fna","GCF_900291955.1_PRJEB24956_genomic.fna",0.370518893,"TypeIC","TypeIC"
"Cas2","GCA_000016605.1_ASM1660v1_genomic.fna","GCF_003121885.1_ASM312188v1_genomic.fna",0.931933777,"TypeIA","TypeIF"
"Cas2","GCF_000243315.1_ASM24331v1_genomic.fna","GCF_003121885.1_ASM312188v1_genomic.fna",1.093584452,"TypeIA","TypeIF"
"Cas2","GCF_013343295.1_ASM1334329v1_genomic.fna","GCF_003121885.1_ASM312188v1_genomic.fna",1.100584349,"TypeIA","TypeIF"
"Cas2","GCF_000828575.1_ASM82857v1_genomic.fna","GCF_027594845.1_ASM2759484v1_genomic.fna",0.002611528,"TypeIB","TypeIE"
"Cas2","GCA_002356395.1_ASM235639v1_genomic.fna","GCF_027594845.1_ASM2759484v1_genomic.fna",0.00647268,"TypeIB","TypeIE"
"Cas2","GCA_000008085.1_ASM808v1_genomic.fna","GCF_003999875.1_ASM399987v1_genomic.fna",0.539325592,"TypeIB","TypeIIIA"
"Cas2","GCF_000698785.1_ASM69878v1_genomic.fna","GCF_003999875.1_ASM399987v1_genomic.fna",0.666720466,"TypeIB","TypeIIIA"
"Cas2","GCF_002906215.1_ASM290621v1_genomic.fna","GCF_024054195.1_ASM2405419v1_genomic.fna",0.17800244,"TypeIB","TypeIIU"
"Cas2","GCF_900248165.1_Nitrosocaldus_cavascurensis_SCU2_chromosome_genomic.fna","GCF_024054195.1_ASM2405419v1_genomic.fna",0.17800244,"TypeIB","TypeIIU"
"Cas2","GCF_001027005.1_ASM102700v1_genomic.fna","GCF_018080005.1_ASM1808000v1_genomic.fna",0.843048389,"TypeIIIA","TypeIB"
"Cas2","GCA_002508625.1_ASM250862v1_genomic.fna","GCA_019449655.1_ASM1944965v1_genomic.fna",0.516396166,"TypeIIA","TypeIIU"
"Cas2","GCA_002505275.1_ASM250527v1_genomic.fna","GCA_019449655.1_ASM1944965v1_genomic.fna",0.573722087,"TypeIIA","TypeIIU"
"Cas2","GCF_905220655.1_NU5A1_genomic.fna","GCF_001815465.1_ASM181546v1_genomic.fna",0.433564306,"TypeIB","TypeIIU"
"Cas2","GCA_006954475.1_ASM695447v1_genomic.fna","GCF_000189775.2_ASM18977v3_genomic.fna",0.363460404,"TypeIB","TypeIB"
"Cas2","GCF_023227715.1_ASM2322771v1_genomic.fna","GCF_001436095.1_ASM143609v1_genomic.fna",0.313129939,"TypeIB","TypeIB"
"Cas2","GCF_000430485.1_ASM43048v1_genomic.fna","GCF_003234935.1_ASM323493v1_genomic.fna",0.477610976,"TypeIA","TypeIIU"
"Cas2","GCF_020386975.1_ASM2038697v1_genomic.fna","GCF_003234935.1_ASM323493v1_genomic.fna",0.469854519,"TypeIA","TypeIIU"
"Cas2","GCF_902813195.1_Essen_genomic.fna","GCF_003234935.1_ASM323493v1_genomic.fna",0.489629812,"TypeIA","TypeIIU"
"Cas2","GCF_017874455.1_ASM1787445v1_genomic.fna","GCF_003234935.1_ASM323493v1_genomic.fna",0.223973267,"TypeIB","TypeIIU"
"Cas2","GCF_900095295.1_MCBB_genomic.fna","GCF_003234935.1_ASM323493v1_genomic.fna",0.241859252,"TypeIB","TypeIIU"
"Cas2","GCF_000214725.1_ASM21472v1_genomic.fna","GCF_003234935.1_ASM323493v1_genomic.fna",0.072786293,"TypeIB","TypeIIU"
"Cas2","GCF_018141185.1_ASM1814118v1_genomic.fna","GCF_001436095.1_ASM143609v1_genomic.fna",0.30697611,"TypeIB","TypeIB"
"Cas2","GCA_003491285.1_ASM349128v1_genomic.fna","GCF_001436095.1_ASM143609v1_genomic.fna",0.306512542,"TypeIB","TypeIB"
"Cas2","GCA_002498905.1_ASM249890v1_genomic.fna","GCF_001436095.1_ASM143609v1_genomic.fna",0.137763061,"TypeIB","TypeIB"
"Cas2","GCA_003491305.1_ASM349130v1_genomic.fna","GCF_001436095.1_ASM143609v1_genomic.fna",0.144676069,"TypeIB","TypeIB"
"Cas2","GCA_000499765.1_Methanobacterium_genomic.fna","GCF_001436095.1_ASM143609v1_genomic.fna",0.181638912,"TypeIB","TypeIB"
"Cas2","GCF_017873625.1_ASM1787362v1_genomic.fna","GCF_001436095.1_ASM143609v1_genomic.fna",0.169439604,"TypeIB","TypeIB"
"Cas2","GCF_000504205.1_ASM50420v1_genomic.fna","GCF_003258905.1_ASM325890v1_genomic.fna",0.051985094,"TypeIB","TypeIC"
"Cas2","GCF_006546655.1_ASM654665v1_genomic.fna","GCF_003258905.1_ASM325890v1_genomic.fna",0.065070345,"TypeIB","TypeIC"
"Cas2","GCF_001888095.1_ASM188809v1_genomic.fna","GCF_900185665.1_I15F10I1_Assembly_1_genomic.fna",0.052376426,"TypeIB","TypeIC"
"Cas2","GCF_000970045.1_ASM97004v1_genomic.fna","GCF_003946605.1_ASM394660v1_genomic.fna",0.089123191,"TypeIB","TypeIIA"
"Cas2","GCF_000970265.1_ASM97026v1_genomic.fna","GCF_003946605.1_ASM394660v1_genomic.fna",0.104412083,"TypeIB","TypeIIA"
"Cas2","GCF_004099695.1_ASM409969v1_genomic.fna","GCF_003946605.1_ASM394660v1_genomic.fna",0.116812303,"TypeIB","TypeIIA"
"Cas2","GCF_000223395.1_ASM22339v1_genomic.fna","GCA_905201545.1_ERR414465-mag-bin.23_genomic.fna",0.461409682,"TypeIA","TypeIIA"
"Cas2","GCF_000011185.1_ASM1118v1_genomic.fna","GCF_000284235.1_ASM28423v1_genomic.fna",0.417777594,"TypeIIIA","TypeIB"
"Cas2","GCF_013388255.1_ASM1338825v1_genomic.fna","GCF_016765615.1_ASM1676561v1_genomic.fna",0.05729424,"TypeIB","TypeIB"
"Cas2","GCF_023169545.1_ASM2316954v1_genomic.fna","GCF_000523295.1_LebetimonasJS085_genomic.fna",0.084762478,"TypeIB","TypeIB"
"Cas2","GCA_003568775.1_ASM356877v1_genomic.fna","GCF_000523315.1_LebetimonasJS032_genomic.fna",0.146041745,"TypeIB","TypeIB"
"Cas2","GCF_000730285.1_ASM73028v1_genomic.fna","GCF_017316105.1_ASM1731610v1_genomic.fna",0.429505645,"TypeIB","TypeIC"
"Cas2","GCF_011602445.1_ASM1160244v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.506589104,"TypeIB","TypeIE"
"Cas2","GCA_003020985.1_ASM302098v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.522422216,"TypeIB","TypeIE"
"Cas2","GCA_003021175.1_ASM302117v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.523928634,"TypeIB","TypeIE"
"Cas2","GCA_003023215.1_ASM302321v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.473694224,"TypeIB","TypeIE"
"Cas2","GCF_009663395.1_ASM966339v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.559351197,"TypeIB","TypeIE"
"Cas2","GCF_021233435.1_ASM2123343v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.558676532,"TypeIB","TypeIE"
"Cas2","GCF_001011115.1_ASM101111v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.176150562,"TypeIB","TypeIE"
"Cas2","GCF_000023945.1_ASM2394v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.469330317,"TypeIB","TypeIE"
"Cas2","GCF_009690625.1_ASM969062v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.446600349,"TypeIB","TypeIE"
"Cas2","GCF_009797925.1_ASM979792v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.446600349,"TypeIB","TypeIE"
"Cas2","GCF_900880625.1_WSM64_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.509951563,"TypeIB","TypeIE"
"Cas2","GCF_013839425.1_ASM1383942v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.390712995,"TypeIB","TypeIE"
"Cas2","GCF_000306765.2_ASM30676v2_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.659538841,"TypeIB","TypeIE"
"Cas2","GCF_024138125.1_ASM2413812v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.589997856,"TypeIB","TypeIE"
"Cas2","GCF_003344565.1_ASM334456v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.679434731,"TypeIB","TypeIE"
"Cas2","GCF_025629245.1_ASM2562924v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.686278676,"TypeIB","TypeIE"
"Cas2","GCF_013402815.2_ASM1340281v2_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.797312326,"TypeIB","TypeIE"
"Cas2","GCF_024362485.1_ASM2436248v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.742910224,"TypeIB","TypeIE"
"Cas2","GCF_006543045.1_ASM654304v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.864640808,"TypeIB","TypeIE"
"Cas2","GCF_003383005.1_ASM338300v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.832155375,"TypeIB","TypeIE"
"Cas2","GCF_003383015.1_ASM338301v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.832155375,"TypeIB","TypeIE"
"Cas2","GCF_003383065.1_ASM338306v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.832155375,"TypeIB","TypeIE"
"Cas2","GCF_014530665.1_ASM1453066v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.832155375,"TypeIB","TypeIE"
"Cas2","GCF_001368915.1_PRJEB5949_assembly_1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.8466701,"TypeIB","TypeIE"
"Cas2","GCF_014635105.1_ASM1463510v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.841072393,"TypeIB","TypeIE"
"Cas2","GCF_024494655.1_ASM2449465v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.856054041,"TypeIB","TypeIE"
"Cas2","GCF_005435095.1_ASM543509v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.823717253,"TypeIB","TypeIE"
"Cas2","GCF_019599485.1_ASM1959948v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.908197949,"TypeIB","TypeIE"
"Cas2","GCF_000223905.1_ASM22390v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.965150087,"TypeIB","TypeIE"
"Cas2","GCF_008729005.1_ASM872900v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.948171219,"TypeIB","TypeIE"
"Cas2","GCF_008729015.1_ASM872901v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.948171219,"TypeIB","TypeIE"
"Cas2","GCA_023008565.1_ASM2300856v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.783084745,"TypeIB","TypeIE"
"Cas2","GCF_000230715.2_ASM23071v3_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.820359641,"TypeIB","TypeIE"
"Cas2","GCA_003020945.1_ASM302094v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.811632562,"TypeIB","TypeIE"
"Cas2","GCF_000337915.1_ASM33791v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.891967645,"TypeIB","TypeIE"
"Cas2","GCF_003781945.1_ASM378194v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.901747631,"TypeIB","TypeIE"
"Cas2","GCF_003602035.1_ASM360203v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.815344593,"TypeIB","TypeIE"
"Cas2","GCF_017874235.1_ASM1787423v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.754057317,"TypeIB","TypeIE"
"Cas2","GCA_017357105.2_ASM1735710v2_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.86568109,"TypeIB","TypeIE"
"Cas2","GCF_007833275.1_ASM783327v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.81757593,"TypeIB","TypeIE"
"Cas2","GCF_900005775.1_ASM90000577v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.853147066,"TypeIB","TypeIE"
"Cas2","GCF_000336875.1_ASM33687v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.973398681,"TypeIB","TypeIE"
"Cas2","GCF_001280455.1_ASM128045v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.842270432,"TypeIB","TypeIE"
"Cas2","GCF_008806895.1_ASM880689v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.853266489,"TypeIB","TypeIE"
"Cas2","GCF_000230955.2_ASM23095v3_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.85304876,"TypeIB","TypeIE"
"Cas2","GCA_000447865.2_ASM44786v2_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.910938592,"TypeIB","TypeIE"
"Cas2","GCF_008806815.1_ASM880681v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.928582984,"TypeIB","TypeIE"
"Cas2","GCF_013415885.1_ASM1341588v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.680613439,"TypeIB","TypeIE"
"Cas2","GCF_014647475.1_ASM1464747v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.75731251,"TypeIB","TypeIE"
"Cas2","GCA_025041175.1_ASM2504117v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.847328519,"TypeIB","TypeIE"
"Cas2","GCF_003058365.1_ASM305836v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.683018622,"TypeIB","TypeIE"
"Cas2","GCF_014646875.1_ASM1464687v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.731320795,"TypeIB","TypeIE"
"Cas2","GCF_024464655.1_ASM2446465v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.690072727,"TypeIB","TypeIE"
"Cas2","GCF_005938085.1_ASM593808v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.665799453,"TypeIB","TypeIE"
"Cas2","GCF_000281695.1_ASM28169v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.655671037,"TypeIB","TypeIE"
"Cas2","GCF_000337175.1_ASM33717v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.652072262,"TypeIB","TypeIE"
"Cas2","GCF_001953745.1_ASM195374v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.632542025,"TypeIB","TypeIE"
"Cas2","GCA_004799625.1_ASM479962v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.662967056,"TypeIB","TypeIE"
"Cas2","GCF_019599465.1_ASM1959946v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.633012518,"TypeIB","TypeIE"
"Cas2","GCF_000379085.1_ASM37908v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.582128183,"TypeIB","TypeIE"
"Cas2","GCF_009617995.1_ASM961799v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.58186018,"TypeIB","TypeIE"
"Cas2","GCF_012726095.1_ASM1272609v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.581879265,"TypeIB","TypeIE"
"Cas2","GCA_007896465.1_ASM789646v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.850773847,"TypeIB","TypeIE"
"Cas2","GCA_025041235.1_ASM2504123v1_genomic.fna","GCF_009208585.1_ASM920858v1_genomic.fna",0.698708837,"TypeIB","TypeIE"
"Cas2","GCF_000245275.1_ASM24527v2_genomic.fna","GCF_017255415.1_ASM1725541v1_genomic.fna",0.188368619,"TypeIA","TypeIB"
"Cas2","GCF_003201765.2_ASM320176v2_genomic.fna","GCF_017255415.1_ASM1725541v1_genomic.fna",0.295401095,"TypeIA","TypeIB"
"Cas2","GCA_002009985.2_ASM200998v2_genomic.fna","GCF_000022565.1_ASM2256v1_genomic.fna",0.456969314,"TypeIA","TypeIC"
"Cas2","GCA_001766815.1_ASM176681v1_genomic.fna","GCA_020881835.1_ASM2088183v1_genomic.fna",0.487873699,"TypeIB","TypeIE"
"Cas2","GCA_900079125.1_MBBA_genomic.fna","GCA_020881835.1_ASM2088183v1_genomic.fna",0.623268415,"TypeIB","TypeIE"
"Cas2","GCA_905171685.1_GoM-Arc1_E50_genomic.fna","GCA_020881835.1_ASM2088183v1_genomic.fna",0.564853977,"TypeIB","TypeIE"
"Cas2","GCA_000145985.1_ASM14598v1_genomic.fna","GCF_016757755.1_ASM1675775v1_genomic.fna",0.2121686,"TypeIA","TypeIIU"
"Cas2","GCF_000302455.1_ASM30245v1_genomic.fna","GCF_004340665.1_ASM434066v1_genomic.fna",0.530773208,"TypeIB","TypeIIU"
"Cas2","GCF_002813655.1_ASM281365v1_genomic.fna","GCF_004340665.1_ASM434066v1_genomic.fna",0.587432505,"TypeIB","TypeIIU"
"Cas2","GCF_000404165.1_ASM40416v1_genomic.fna","GCF_900205865.1_IMG-taxon_2595698254_annotated_assembly_genomic.fna",0.472274356,"TypeIB","TypeIB"
"Cas2","GCF_000152265.2_ASM15226v2_genomic.fna","GCF_900205865.1_IMG-taxon_2595698254_annotated_assembly_genomic.fna",0.375197667,"TypeIB","TypeIB"
"Cas2","GCA_021513715.1_ASM2151371v1_genomic.fna","GCF_900205865.1_IMG-taxon_2595698254_annotated_assembly_genomic.fna",0.539204396,"TypeIB","TypeIB"
"Cas2","GCA_016699325.1_ASM1669932v1_genomic.fna","GCF_003480665.1_ASM348066v1_genomic.fna",0.579299039,"TypeIE","TypeIIA"
"Cas2","GCF_003722075.1_MethanohalophilusRSK_genomic.fna","GCF_003480665.1_ASM348066v1_genomic.fna",0.560449812,"TypeIE","TypeIIA"
"Cas2","GCF_000217995.1_ASM21799v1_genomic.fna","GCF_003480665.1_ASM348066v1_genomic.fna",0.563812301,"TypeIE","TypeIIA"
"Cas2","GCF_001477655.1_ASM147765v1_genomic.fna","GCF_009734445.1_ASM973444v1_genomic.fna",0.364989809,"TypeIIIA","TypeIE"
"Cas2","GCF_002813675.1_ASM281367v1_genomic.fna","GCF_000238115.1_Euba_bact_ACC19a_V1_genomic.fna",0.534113717,"TypeIB","TypeIB"
"Cas2","GCF_000008265.1_ASM826v1_genomic.fna","GCA_000466585.1_ASM46658v1_genomic.fna",0.412345093,"TypeIIIA","TypeIB"
"Cas2","GCA_002503825.1_ASM250382v1_genomic.fna","GCF_022240825.1_NA_genomic.fna",0.435783906,"TypeIE","TypeIIU"
"Cas2","GCF_001412615.1_ASM141261v1_genomic.fna","GCA_020558355.1_ASM2055835v1_genomic.fna",0.275897683,"TypeIA","TypeIB"
"Cas2","GCA_001560915.1_ASM156091v1_genomic.fna","GCF_002157225.2_ASM215722v2_genomic.fna",0.743514893,"TypeIE","TypeIF"
"Cas2","GCF_000231015.2_ASM23101v3_genomic.fna","GCF_002157225.2_ASM215722v2_genomic.fna",0.723560384,"TypeIA","TypeIF"
"Cas2","GCF_000220645.1_ASM22064v1_genomic.fna","GCF_000379845.1_ASM37984v1_genomic.fna",0.241472725,"TypeIB","TypeIF"
"Cas2","GCA_003584625.1_ASM358462v1_genomic.fna","GCF_008086185.1_ASM808618v1_genomic.fna",0.466591858,"TypeIB","TypeIIU"
"Cas2","GCF_000308215.1_ASM30821v1_genomic.fna","GCA_900105225.1_IMG-taxon_2693429825_annotated_assembly_genomic.fna",0.418989558,"TypeIC","TypeIC"
"Cas2","GCF_026242195.1_ASM2624219v1_genomic.fna","GCF_001697225.1_ASM169722v1_genomic.fna",0.875852447,"TypeID","TypeIE"
"Cas2","GCA_000224475.1_ASM22447v1_genomic.fna","GCF_001697225.1_ASM169722v1_genomic.fna",1.067095299,"TypeID","TypeIE"
"Cas2","GCF_024300625.1_ASM2430062v1_genomic.fna","GCF_001697225.1_ASM169722v1_genomic.fna",1.174057868,"TypeID","TypeIE"
"Cas2","GCF_004944975.1_ASM494497v1_genomic.fna","GCF_001697225.1_ASM169722v1_genomic.fna",1.108465444,"TypeID","TypeIE"
"Cas2","GCF_002952775.1_ASM295277v1_genomic.fna","GCF_001697225.1_ASM169722v1_genomic.fna",1.138980827,"TypeID","TypeIE"
"Cas2","GCF_017094525.1_ASM1709452v1_genomic.fna","GCF_001697225.1_ASM169722v1_genomic.fna",1.173876142,"TypeID","TypeIE"
"Cas2","GCF_023077655.1_ASM2307765v1_genomic.fna","GCF_001697225.1_ASM169722v1_genomic.fna",1.051279286,"TypeID","TypeIE"
"Cas2","GCF_017094485.1_ASM1709448v1_genomic.fna","GCF_001697225.1_ASM169722v1_genomic.fna",1.159075785,"TypeID","TypeIE"
"Cas2","GCF_000827835.1_ASM82783v1_genomic.fna","GCF_001697225.1_ASM169722v1_genomic.fna",1.215382458,"TypeID","TypeIE"
