"group","arc_genome","bac_genome","dis","arc_subtype","bac_subtype"
"Cas1","GCA_002356395.1_ASM235639v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.433554375,"TypeIB","TypeIB"
"Cas1","GCF_000828575.1_ASM82857v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.433554375,"TypeIB","TypeIB"
"Cas1","GCF_009917665.1_ASM991766v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.443452001,"TypeIB","TypeIB"
"Cas1","GCA_003584625.1_ASM358462v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.46587415,"TypeIB","TypeIB"
"Cas1","GCA_000008085.1_ASM808v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.734686297,"TypeIB","TypeIB"
"Cas1","GCA_003568775.1_ASM356877v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.858116689,"TypeIB","TypeIB"
"Cas1","GCF_023169545.1_ASM2316954v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.81202559,"TypeIB","TypeIB"
"Cas1","GCF_000008265.1_ASM826v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.587931418,"TypeIIIA","TypeIB"
"Cas1","GCF_000011185.1_ASM1118v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.752205102,"TypeIIIA","TypeIB"
"Cas1","GCA_001761425.1_ASM176142v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.190064176,"TypeIB","TypeIB"
"Cas1","GCF_900090055.1_C.divulgatum_PM4_genomic.fna","GCF_016592575.1_ASM1659257v1_genomic.fna",1.129077976,"TypeIB","TypeIB"
"Cas1","GCF_002906575.1_ASM290657v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.902774726,"TypeID","TypeID"
"Cas1","GCF_026242195.1_ASM2624219v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.894234679,"TypeID","TypeID"
"Cas1","GCF_000014945.1_ASM1494v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.050377184,"TypeID","TypeID"
"Cas1","GCA_002499165.1_ASM249916v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.223967734,"TypeID","TypeID"
"Cas1","GCF_000455345.1_Halgo_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.961017348,"TypeID","TypeID"
"Cas1","GCF_024296665.1_ASM2429666v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.991839345,"TypeID","TypeID"
"Cas1","GCF_003430825.1_ASM343082v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.950891515,"TypeID","TypeID"
"Cas1","GCF_023008545.1_ASM2300854v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.937452382,"TypeID","TypeID"
"Cas1","GCF_024300625.1_ASM2430062v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.993123426,"TypeID","TypeID"
"Cas1","GCA_025517485.1_ASM2551748v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.938556822,"TypeID","TypeID"
"Cas1","GCF_003841485.1_ASM384148v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.932605656,"TypeID","TypeID"
"Cas1","GCA_000224475.1_ASM22447v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.964182481,"TypeID","TypeID"
"Cas1","GCF_017094485.1_ASM1709448v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.969845435,"TypeID","TypeID"
"Cas1","GCF_023077655.1_ASM2307765v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.93388438,"TypeID","TypeID"
"Cas1","GCF_024494685.1_ASM2449468v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.915003486,"TypeID","TypeID"
"Cas1","GCF_000026045.1_ASM2604v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.938820137,"TypeID","TypeID"
"Cas1","GCF_002952775.1_ASM295277v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.949897669,"TypeID","TypeID"
"Cas1","GCF_017094525.1_ASM1709452v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.967731658,"TypeID","TypeID"
"Cas1","GCF_004944975.1_ASM494497v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.953028165,"TypeID","TypeID"
"Cas1","GCF_008831545.1_ASM883154v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.857270739,"TypeID","TypeID"
"Cas1","GCF_000827835.1_ASM82783v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.954282535,"TypeID","TypeID"
"Cas1","GCF_001485555.1_ASM148555v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.954282535,"TypeID","TypeID"
"Cas1","GCF_026616195.1_ASM2661619v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.973173131,"TypeID","TypeID"
"Cas1","GCF_902410085.1_KTX-Assembly-1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.069047751,"TypeID","TypeID"
"Cas1","GCF_017874695.1_ASM1787469v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.890208619,"TypeID","TypeID"
"Cas1","GCA_009789175.1_ASM978917v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.905440066,"TypeID","TypeID"
"Cas1","GCF_000337555.1_ASM33755v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.912131204,"TypeID","TypeID"
"Cas1","GCF_000308215.1_ASM30821v1_genomic.fna","GCF_001192795.1_ASM119279v1_genomic.fna",0.828040428,"TypeIC","TypeIC"
"Cas1","GCA_002067035.1_ASM206703v1_genomic.fna","GCF_001192795.1_ASM119279v1_genomic.fna",0.82336175,"TypeIC","TypeIC"
"Cas1","GCA_002839675.1_ASM283967v1_genomic.fna","GCF_001192795.1_ASM119279v1_genomic.fna",0.805860499,"TypeIC","TypeIC"
"Cas1","GCF_001571405.1_ASM157140v1_genomic.fna","GCF_001192795.1_ASM119279v1_genomic.fna",0.816416393,"TypeIC","TypeIC"
"Cas1","GCA_018687785.1_ASM1868778v1_genomic.fna","GCF_001192795.1_ASM119279v1_genomic.fna",0.855812728,"TypeIC","TypeIC"
"Cas1","GCF_000970005.1_ASM97000v1_genomic.fna","GCF_001192795.1_ASM119279v1_genomic.fna",0.891207844,"TypeIC","TypeIC"
"Cas2","GCF_000063445.1_ASM6344v1_genomic.fna","GCF_020166395.1_ASM2016639v1_genomic.fna",1.125350608,"TypeIE","TypeIE"
"Cas2","GCA_002503825.1_ASM250382v1_genomic.fna","GCA_007713545.1_ASM771354v1_genomic.fna",0.717605285,"TypeIE","TypeIE"
"Cas2","GCF_023195915.1_ASM2319591v1_genomic.fna","GCA_007713545.1_ASM771354v1_genomic.fna",0.798410586,"TypeIE","TypeIE"
"Cas2","GCF_013377755.1_ASM1337775v1_genomic.fna","GCF_011927665.1_ASM1192766v1_genomic.fna",0.553947623,"TypeIE","TypeIE"
"Cas2","GCA_016699325.1_ASM1669932v1_genomic.fna","GCF_011927665.1_ASM1192766v1_genomic.fna",0.810854576,"TypeIE","TypeIE"
"Cas2","GCF_000217995.1_ASM21799v1_genomic.fna","GCF_011927665.1_ASM1192766v1_genomic.fna",0.770919445,"TypeIE","TypeIE"
"Cas2","GCF_003722075.1_MethanohalophilusRSK_genomic.fna","GCF_011927665.1_ASM1192766v1_genomic.fna",0.668437504,"TypeIE","TypeIE"
"Cas2","GCF_001412615.1_ASM141261v1_genomic.fna","GCF_900104305.1_IMG-taxon_2617270918_annotated_assembly_genomic.fna",1.032929719,"TypeIA","TypeIE"
"Cas2","GCF_025641885.1_ASM2564188v1_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",0.755607899,"TypeIA","TypeIF"
"Cas2","GCA_026419835.1_ASM2641983v1_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",2.396399837,"TypeIA","TypeIF"
"Cas2","GCF_000231015.2_ASM23101v3_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",2.650517253,"TypeIA","TypeIF"
"Cas2","GCF_000243315.1_ASM24331v1_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",2.838111766,"TypeIA","TypeIF"
"Cas2","GCF_000245275.1_ASM24527v2_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",2.861576652,"TypeIA","TypeIF"
"Cas2","GCF_003201765.2_ASM320176v2_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",2.982364844,"TypeIA","TypeIF"
"Cas2","GCF_013343295.1_ASM1334329v1_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",2.824917896,"TypeIA","TypeIF"
"Cas2","GCA_000016605.1_ASM1660v1_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",2.49776669,"TypeIA","TypeIF"
"Cas2","GCF_000591035.1_ASM59103v1_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",2.711668482,"TypeIA","TypeIF"
"Cas2","GCF_000223395.1_ASM22339v1_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",3.445610239,"TypeIA","TypeIF"
"Cas2","GCF_014876775.1_ASM1487677v1_genomic.fna","GCF_001422615.1_Leaf58_genomic.fna",2.935997258,"TypeIA","TypeIF"
"Cas2","GCF_000011125.1_ASM1112v1_genomic.fna","GCF_000217795.1_ASM21779v1_genomic.fna",2.530713678,"TypeIA","TypeIIIB"
"Cas2","GCA_000145985.1_ASM14598v1_genomic.fna","GCF_000217795.1_ASM21779v1_genomic.fna",2.432647803,"TypeIA","TypeIIIB"
"Cas2","GCF_000190315.1_ASM19031v1_genomic.fna","GCF_000217795.1_ASM21779v1_genomic.fna",2.594591539,"TypeIA","TypeIIIB"
"Cas2","GCF_001027005.1_ASM102700v1_genomic.fna","GCF_000746025.2_ASM74602v2_genomic.fna",1.825641585,"TypeIIIA","TypeIA"
"Cas2","GCF_001477655.1_ASM147765v1_genomic.fna","GCF_000746025.2_ASM74602v2_genomic.fna",2.314853688,"TypeIIIA","TypeIA"
"Cas2","GCF_905220655.1_NU5A1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",2.553204667,"TypeIB","TypeIB"
"Cas2","GCF_000698785.1_ASM69878v1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",2.674781966,"TypeIB","TypeIB"
"Cas2","GCF_000730285.1_ASM73028v1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",2.578216328,"TypeIB","TypeIB"
"Cas2","GCA_002009985.2_ASM200998v2_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",2.241963535,"TypeIA","TypeIB"
"Cas2","GCF_000251105.1_ASM25110v1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",1.89434841,"TypeIA","TypeIB"
"Cas2","GCF_000220645.1_ASM22064v1_genomic.fna","GCA_900011355.1_Peptoclostridium_difficile_genomic.fna",0.506992661,"TypeIB","TypeIB"
"Cas2","GCA_001766815.1_ASM176681v1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",0.757888417,"TypeIB","TypeIB"
"Cas2","GCF_000970045.1_ASM97004v1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",0.788417515,"TypeIB","TypeIB"
"Cas2","GCF_000970265.1_ASM97026v1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",0.751959688,"TypeIB","TypeIB"
"Cas2","GCF_004099695.1_ASM409969v1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",0.841376317,"TypeIB","TypeIB"
"Cas2","GCF_001888095.1_ASM188809v1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",0.796131907,"TypeIB","TypeIB"
"Cas2","GCF_000504205.1_ASM50420v1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",0.732140646,"TypeIB","TypeIB"
"Cas2","GCF_006546655.1_ASM654665v1_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",0.721624263,"TypeIB","TypeIB"
"Cas2","GCA_905171685.1_GoM-Arc1_E50_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",0.648454721,"TypeIB","TypeIB"
"Cas2","GCA_900079125.1_MBBA_genomic.fna","GCA_009910325.1_ASM991032v1_genomic.fna",0.835196695,"TypeIB","TypeIB"
"Cas2","GCF_002906575.1_ASM290657v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.916636067,"TypeID","TypeID"
"Cas2","GCA_002499165.1_ASM249916v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.173927848,"TypeID","TypeID"
"Cas2","GCF_000014945.1_ASM1494v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.914850877,"TypeID","TypeID"
"Cas2","GCF_026242195.1_ASM2624219v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.652013437,"TypeID","TypeID"
"Cas2","GCF_003841485.1_ASM384148v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.784168171,"TypeID","TypeID"
"Cas2","GCF_000455345.1_Halgo_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.828292093,"TypeID","TypeID"
"Cas2","GCF_024296665.1_ASM2429666v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.915601127,"TypeID","TypeID"
"Cas2","GCF_000026045.1_ASM2604v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.863468351,"TypeID","TypeID"
"Cas2","GCF_003430825.1_ASM343082v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.820122048,"TypeID","TypeID"
"Cas2","GCF_023008545.1_ASM2300854v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.764439287,"TypeID","TypeID"
"Cas2","GCF_008831545.1_ASM883154v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.83691207,"TypeID","TypeID"
"Cas2","GCF_002952775.1_ASM295277v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.911205029,"TypeID","TypeID"
"Cas2","GCF_017094525.1_ASM1709452v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.965561858,"TypeID","TypeID"
"Cas2","GCF_004944975.1_ASM494497v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.929045778,"TypeID","TypeID"
"Cas2","GCF_024300625.1_ASM2430062v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.068517721,"TypeID","TypeID"
"Cas2","GCF_026616195.1_ASM2661619v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.148636135,"TypeID","TypeID"
"Cas2","GCF_000827835.1_ASM82783v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.0190486,"TypeID","TypeID"
"Cas2","GCF_001485555.1_ASM148555v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.0190486,"TypeID","TypeID"
"Cas2","GCA_000224475.1_ASM22447v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.960442859,"TypeID","TypeID"
"Cas2","GCF_017874695.1_ASM1787469v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.990971243,"TypeID","TypeID"
"Cas2","GCF_002572525.1_ASM257252v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.038794044,"TypeID","TypeID"
"Cas2","GCA_009789175.1_ASM978917v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.038774888,"TypeID","TypeID"
"Cas2","GCF_000337555.1_ASM33755v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",2.003747669,"TypeID","TypeID"
"Cas2","GCF_023077655.1_ASM2307765v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.887054835,"TypeID","TypeID"
"Cas2","GCF_017094485.1_ASM1709448v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.894766981,"TypeID","TypeID"
"Cas2","GCA_025517485.1_ASM2551748v1_genomic.fna","GCF_000144695.1_ASM14469v1_genomic.fna",1.74807137,"TypeID","TypeID"
"Cas2","GCA_009777615.1_ASM977761v1_genomic.fna","GCA_002371595.1_ASM237159v1_genomic.fna",0.490731638,"TypeU","TypeU"
"Cas2","GCF_000800805.1_ASM80080v1_genomic.fna","GCA_002371595.1_ASM237159v1_genomic.fna",0.433141375,"TypeU","TypeU"
"Cas2","GCF_000300255.2_ASM30025v2_genomic.fna","GCA_002371595.1_ASM237159v1_genomic.fna",0.743570519,"TypeU","TypeU"
"Cas2","GCA_002506905.1_ASM250690v1_genomic.fna","GCA_002371595.1_ASM237159v1_genomic.fna",0.693328715,"TypeU","TypeU"
"Cas2","GCF_023016325.1_ASM2301632v1_genomic.fna","GCF_020828825.1_ASM2082882v1_genomic.fna",1.39593273,"TypeIB","TypeIB"
"Cas2","GCA_001761425.1_ASM176142v1_genomic.fna","GCA_021608145.1_ASM2160814v1_genomic.fna",0.970319271,"TypeIB","TypeIB"
"Cas2","GCA_006954475.1_ASM695447v1_genomic.fna","GCF_900086705.1_PRJEB13934_genomic.fna",0.61382467,"TypeIB","TypeIB"
"Cas2","GCF_000152265.2_ASM15226v2_genomic.fna","GCF_002777255.1_ASM277725v1_genomic.fna",0.964334838,"TypeIB","TypeIB"
"Cas2","GCF_900090055.1_C.divulgatum_PM4_genomic.fna","GCF_002777255.1_ASM277725v1_genomic.fna",0.760666275,"TypeIB","TypeIB"
"Cas2","GCA_021513715.1_ASM2151371v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.535732377,"TypeIB","TypeIB"
"Cas2","GCF_000337675.1_ASM33767v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.695394054,"TypeIB","TypeIB"
"Cas2","GCF_013388255.1_ASM1338825v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.273963638,"TypeIB","TypeIB"
"Cas2","GCF_902813195.1_Essen_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.161315899,"TypeIA","TypeIB"
"Cas2","GCF_000430485.1_ASM43048v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.186759993,"TypeIA","TypeIB"
"Cas2","GCF_020386975.1_ASM2038697v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.174832961,"TypeIA","TypeIB"
"Cas2","GCF_000725425.1_ASM72542v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.145077303,"TypeIB","TypeIB"
"Cas2","GCF_023746595.1_ASM2374659v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.312158477,"TypeIB","TypeIB"
"Cas2","GCF_000022545.1_ASM2254v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.291778441,"TypeIB","TypeIB"
"Cas2","GCF_012027425.1_ASM1202742v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.279200693,"TypeIB","TypeIB"
"Cas2","GCF_012027555.1_ASM1202755v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.140199883,"TypeIB","TypeIB"
"Cas2","GCF_900109425.1_IMG-taxon_2654588132_annotated_assembly_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.201822051,"TypeIA","TypeIB"
"Cas2","GCF_904067545.1_T_caminus_IRI35c_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.233060662,"TypeIB","TypeIB"
"Cas2","GCF_000585495.1_ASM58549v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.234518441,"TypeIB","TypeIB"
"Cas2","GCF_000151205.2_ASM15120v2_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.258275558,"TypeIB","TypeIB"
"Cas2","GCF_012027685.1_ASM1202768v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.282803748,"TypeIB","TypeIB"
"Cas2","GCF_012027515.1_ASM1202751v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.309622654,"TypeIB","TypeIB"
"Cas2","GCF_000022365.1_ASM2236v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.270459498,"TypeIA","TypeIB"
"Cas2","GCF_012027635.1_ASM1202763v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.23544829,"TypeIB","TypeIB"
"Cas2","GCF_002214465.1_ASM221446v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.240579254,"TypeIA","TypeIB"
"Cas2","GCF_024707485.1_ASM2470748v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.231568548,"TypeIB","TypeIB"
"Cas2","GCF_000404165.1_ASM40416v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.2818082,"TypeIB","TypeIB"
"Cas2","GCF_000302455.1_ASM30245v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.478958981,"TypeIB","TypeIB"
"Cas2","GCF_002813655.1_ASM281365v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.427105212,"TypeIB","TypeIB"
"Cas2","GCA_000499765.1_Methanobacterium_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.419374781,"TypeIB","TypeIB"
"Cas2","GCA_003491305.1_ASM349130v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.410784839,"TypeIB","TypeIB"
"Cas2","GCA_002498905.1_ASM249890v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.620500878,"TypeIB","TypeIB"
"Cas2","GCF_017873625.1_ASM1787362v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.422272623,"TypeIB","TypeIB"
"Cas2","GCF_023227715.1_ASM2322771v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.340794029,"TypeIB","TypeIB"
"Cas2","GCA_027110455.1_ASM2711045v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.391751249,"TypeIB","TypeIB"
"Cas2","GCA_003491285.1_ASM349128v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.4003854,"TypeIB","TypeIB"
"Cas2","GCF_018141185.1_ASM1814118v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.442217839,"TypeIB","TypeIB"
"Cas2","GCF_017874455.1_ASM1787445v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.180242963,"TypeIB","TypeIB"
"Cas2","GCF_900095295.1_MCBB_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.203788953,"TypeIB","TypeIB"
"Cas2","GCF_000214725.1_ASM21472v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.320061139,"TypeIB","TypeIB"
"Cas2","GCA_000789255.1_ASM78925v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.319643377,"TypeIB","TypeIB"
"Cas2","GCF_001006045.1_ASM100604v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.314588453,"TypeIB","TypeIB"
"Cas2","GCF_000194625.1_ASM19462v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.438205712,"TypeIB","TypeIB"
"Cas2","GCA_002356395.1_ASM235639v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.372257073,"TypeIB","TypeIB"
"Cas2","GCF_000828575.1_ASM82857v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.360690785,"TypeIB","TypeIB"
"Cas2","GCA_003584625.1_ASM358462v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.435681509,"TypeIB","TypeIB"
"Cas2","GCF_002813675.1_ASM281367v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.492580551,"TypeIB","TypeIB"
"Cas2","GCF_000221185.1_ASM22118v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.55908486,"TypeIB","TypeIB"
"Cas2","GCF_002214505.1_ASM221450v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.452468959,"TypeIB","TypeIB"
"Cas2","GCF_002214565.1_ASM221456v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.610481141,"TypeIIIA","TypeIB"
"Cas2","GCF_012027495.1_ASM1202749v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.164149652,"TypeIIIB","TypeIB"
"Cas2","GCF_000008265.1_ASM826v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.338434512,"TypeIIIA","TypeIB"
"Cas2","GCF_000011185.1_ASM1118v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.367474347,"TypeIIIA","TypeIB"
"Cas2","GCA_023252885.1_ASM2325288v1_genomic.fna","GCF_016765615.1_ASM1676561v1_genomic.fna",1.118598589,"TypeIB","TypeIB"
"Cas2","GCF_002906215.1_ASM290621v1_genomic.fna","GCF_016765615.1_ASM1676561v1_genomic.fna",1.197838767,"TypeIB","TypeIB"
"Cas2","GCF_900248165.1_Nitrosocaldus_cavascurensis_SCU2_chromosome_genomic.fna","GCF_016765615.1_ASM1676561v1_genomic.fna",1.197838767,"TypeIB","TypeIB"
"Cas2","GCF_023169545.1_ASM2316954v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.402787955,"TypeIB","TypeIB"
"Cas2","GCA_003568775.1_ASM356877v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",1.373703201,"TypeIB","TypeIB"
"Cas2","GCA_000008085.1_ASM808v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.003697284,"TypeIB","TypeIB"
"Cas2","GCF_005435235.1_ASM543523v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.547433259,"TypeIB","TypeIB"
"Cas2","GCF_024508235.1_ASM2450823v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.404270899,"TypeIB","TypeIB"
"Cas2","GCF_004209855.1_ASM420985v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.451480512,"TypeIB","TypeIB"
"Cas2","GCF_023093535.1_ASM2309353v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.436572603,"TypeIB","TypeIB"
"Cas2","GCF_024498195.1_ASM2449819v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.442537888,"TypeIB","TypeIB"
"Cas2","GCA_027563145.1_ASM2756314v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.412670901,"TypeIB","TypeIB"
"Cas2","GCF_024218795.1_ASM2421879v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.37006581,"TypeIB","TypeIB"
"Cas2","GCF_018200015.1_ASM1820001v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.657765206,"TypeIB","TypeIB"
"Cas2","GCF_020405245.1_ASM2040524v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.526441782,"TypeIB","TypeIB"
"Cas2","GCF_000226975.2_ASM22697v3_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.614241184,"TypeIB","TypeIB"
"Cas2","GCF_001886955.1_ASM188695v1_genomic.fna","GCA_003054495.1_ASM305449v1_genomic.fna",2.603082253,"TypeIB","TypeIB"
